"x","Y","piece"
661.36,0.499767192622604,"956_IIc"
666.084,0.696167715330745,"956_IIc"
670.808,0.485098914590157,"956_IIc"
675.532,0.485098914590157,"956_IIc"
680.256,0.434254030841894,"956_IIc"
684.98,0.434254030841894,"956_IIc"
689.704,0.253571726067471,"956_IIc"
694.428,0.334664143147907,"956_IIc"
699.152,0.300247730795986,"956_IIc"
703.876,0.300247730795986,"956_IIc"
708.6,0.413919165401122,"956_IIc"
713.324,-0.0651313548459513,"956_IIc"
718.048,0.31673796336299,"956_IIc"
722.772,0.31673796336299,"956_IIc"
727.496,0.413919165401122,"956_IIc"
732.22,0.413919165401122,"956_IIc"
736.944,0.413919165401122,"956_IIc"
741.668,0.349316980887689,"956_IIc"
746.392,0.349316980887689,"956_IIc"
751.116,0.0559359799460717,"956_IIc"
755.84,-0.122044273611848,"956_IIc"
760.564,0.0741555252916379,"956_IIc"
765.288,-0.122044273611848,"956_IIc"
770.012,-0.122044273611848,"956_IIc"
774.736,-0.122044273611848,"956_IIc"
779.46,-0.122044273611848,"956_IIc"
784.184,0.220436858006805,"956_IIc"
788.908,0.717938527989431,"956_IIc"
793.632,0.717938527989431,"956_IIc"
798.356,1.06565391882177,"956_IIc"
803.08,1.06565391882177,"956_IIc"
807.804,1.050676834936,"956_IIc"
812.528,1.2251521420588,"956_IIc"
817.252,1.050676834936,"956_IIc"
821.976,1.050676834936,"956_IIc"
826.7,1.050676834936,"956_IIc"
831.424,1.2251521420588,"956_IIc"
836.148,1.2251521420588,"956_IIc"
840.872,1.26977458786278,"956_IIc"
845.596,1.25479750397701,"956_IIc"
850.32,1.26282645616319,"956_IIc"
855.044,1.39067207943547,"956_IIc"
859.768,1.39067207943547,"956_IIc"
864.492,1.67678070253153,"956_IIc"
869.216,1.7149182254159,"956_IIc"
873.94,1.7149182254159,"956_IIc"
878.664,1.7149182254159,"956_IIc"
883.388,2.06016316942172,"956_IIc"
888.112,2.63593168292695,"956_IIc"
892.836,2.98750714692572,"956_IIc"
897.56,3.22544205690468,"956_IIc"
902.284,3.22544205690468,"956_IIc"
907.008,3.31746620119246,"956_IIc"
911.732,3.31746620119246,"956_IIc"
916.456,3.31746620119246,"956_IIc"
921.18,3.07953129121349,"956_IIc"
925.904,2.37329230468281,"956_IIc"
930.628,1.69561785958373,"956_IIc"
935.352,1.6613404098658,"956_IIc"
940.076,1.33261657901231,"956_IIc"
944.8,1.23086505034512,"956_IIc"
949.524,1.04789758225617,"956_IIc"
954.248,0.921750391177124,"956_IIc"
958.972,0.921750391177124,"956_IIc"
963.696,1.0358541539769,"956_IIc"
968.42,0.921750391177124,"956_IIc"
973.144,0.788500665471836,"956_IIc"
977.868,0.460857655104954,"956_IIc"
982.592,0.460857655104954,"956_IIc"
987.316,0.460857655104954,"956_IIc"
992.04,0.326789593888383,"956_IIc"
996.764,0.0997400902387598,"956_IIc"
1001.488,0.0997400902387598,"956_IIc"
1006.212,0.19374059198775,"956_IIc"
1010.936,0.0116686608734111,"956_IIc"
1015.66,-0.0454295414044745,"956_IIc"
1020.384,-0.119759110297319,"956_IIc"
1025.108,-0.119759110297319,"956_IIc"
1029.832,-0.196111357529376,"956_IIc"
1034.556,-0.119759110297319,"956_IIc"
1039.28,-0.0495520995462252,"956_IIc"
1044.004,-0.0869793689679652,"956_IIc"
1048.728,-0.0869793689679652,"956_IIc"
1053.452,-0.177366842233174,"956_IIc"
1058.176,-0.0869793689679652,"956_IIc"
1062.9,-0.177366842233174,"956_IIc"
1067.624,-0.10715983148208,"956_IIc"
1072.348,-0.0608235131922114,"956_IIc"
1077.072,-0.0608235131922114,"956_IIc"
1081.796,-0.219179154771982,"956_IIc"
1086.52,-0.274980372465946,"956_IIc"
1091.244,-0.365954576852453,"956_IIc"
1095.968,-0.365954576852453,"956_IIc"
1100.692,-0.296519580734646,"956_IIc"
1105.416,-0.402656152518903,"956_IIc"
1110.14,-0.527614441062691,"956_IIc"
1114.864,-0.582226756221394,"956_IIc"
1119.588,-0.582226756221394,"956_IIc"
1124.312,-0.661543539645271,"956_IIc"
1129.036,-0.617353422035939,"956_IIc"
1133.76,-0.617353422035939,"956_IIc"
1138.484,-0.421477869278434,"956_IIc"
1143.208,-0.617353422035939,"956_IIc"
1147.932,-0.719830644458418,"956_IIc"
1152.656,-0.719830644458418,"956_IIc"
1157.38,-0.771756348693282,"956_IIc"
1162.104,-0.771756348693282,"956_IIc"
1166.828,-0.771756348693282,"956_IIc"
1171.552,-0.727566231083951,"956_IIc"
1176.276,-0.857357331232114,"956_IIc"
1181,-0.857357331232114,"956_IIc"
1185.724,-0.857357331232114,"956_IIc"
1190.448,-0.724462732258138,"956_IIc"
1195.172,-0.584280315145936,"956_IIc"
1199.896,-0.584280315145936,"956_IIc"
1204.62,-0.584280315145936,"956_IIc"
1209.344,-0.584280315145936,"956_IIc"
1214.068,-0.64775535829477,"956_IIc"
1218.792,-0.802328128171436,"956_IIc"
1223.516,-0.64775535829477,"956_IIc"
1228.24,-0.728677932155884,"956_IIc"
1232.964,-1.01260947398607,"956_IIc"
1237.688,-1.01260947398607,"956_IIc"
1242.412,-1.01829150168706,"956_IIc"
1247.136,-1.01829150168706,"956_IIc"
1251.86,-0.793604362815296,"956_IIc"
1256.584,-0.793604362815296,"956_IIc"
1261.308,-0.92520197720535,"956_IIc"
1266.032,-0.793604362815296,"956_IIc"
1270.756,-0.793604362815296,"956_IIc"
1275.48,-0.92520197720535,"956_IIc"
1280.204,-0.92520197720535,"956_IIc"
1284.928,-0.92520197720535,"956_IIc"
1289.652,-1.15986354513918,"956_IIc"
1294.376,-1.15986354513918,"956_IIc"
1299.1,-1.18977139203271,"956_IIc"
1303.824,-1.18977139203271,"956_IIc"
1308.548,-1.18977139203271,"956_IIc"
1313.272,-1.22583991569986,"956_IIc"
1317.996,-1.22583991569986,"956_IIc"
1322.72,-1.18450625223369,"956_IIc"
1327.444,-1.14700178134862,"956_IIc"
1332.168,-1.14700178134862,"956_IIc"
1336.892,-1.1092965866589,"956_IIc"
1341.616,-1.1092965866589,"956_IIc"
1346.34,-1.09181817536129,"956_IIc"
1351.064,-1.14536511032606,"956_IIc"
1355.788,-1.09181817536129,"956_IIc"
1360.512,-1.01469391349595,"956_IIc"
1365.236,-1.01469391349595,"956_IIc"
1369.96,-0.825766492438021,"956_IIc"
1374.684,-0.671332685195346,"956_IIc"
1379.408,-0.535612512663542,"956_IIc"
1384.132,-0.535612512663542,"956_IIc"
1388.856,-0.418528773379279,"956_IIc"
1393.58,-0.344415368583753,"956_IIc"
1398.304,-0.344415368583753,"956_IIc"
1403.028,-0.240316915431373,"956_IIc"
1407.752,-0.344415368583753,"956_IIc"
1412.476,-0.240316915431373,"956_IIc"
1417.2,-0.240316915431373,"956_IIc"
1421.924,-0.30627784569939,"956_IIc"
1426.648,-0.30627784569939,"956_IIc"
1431.372,-0.145065749976458,"956_IIc"
1436.096,-0.145065749976458,"956_IIc"
1440.82,-0.145065749976458,"956_IIc"
1445.544,-0.145065749976458,"956_IIc"
1450.268,-0.0723574118135151,"956_IIc"
1454.992,-0.0723574118135151,"956_IIc"
1459.716,-0.405589808125393,"956_IIc"
1464.44,-0.405589808125393,"956_IIc"
