"whale_index","Elapsed_DIV_Time","Sr_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_210111",9.46484017372131,0.000689780304962411,1,0.000103508589229588,0.47372007989793
"SMP_210111",12.6191401481628,0.000670808799043079,2,8.44890745630878e-05,0.386674878388614
"SMP_210111",15.7753901481628,0.00061564258238314,3,2.92744759310263e-05,0.133978321801449
"SMP_210111",18.9296901226044,0.000557119027793076,4,-2.929777350876e-05,-0.134084946096762
"SMP_210111",22.0839800834656,0.000582192743236197,5,-4.27309485913558e-06,-0.0195563561743773
"SMP_210111",25.2402300834656,0.000568733495288648,6,-1.77817519237771e-05,-0.0813804246077864
"SMP_210111",28.3945300579071,0.000618527713845092,7,3.19627469636615e-05,0.146281532364416
"SMP_210111",31.5507800579071,0.000556900714550688,8,-2.9714343462075e-05,-0.135991430892239
"SMP_210111",34.7050800323486,0.000514986509418003,9,-7.167894872913e-05,-0.328047726007039
"SMP_210111",37.8593702316284,0.000543090638387436,10,-4.36255590185631e-05,-0.199657858905086
"SMP_210111",41.0136702060699,0.000498180689217227,11,-8.85865863232153e-05,-0.405427656422183
"SMP_210111",44.1679701805115,0.000521646533701039,12,-6.51721581292988e-05,-0.298268580278425
"SMP_210111",47.3242201805115,0.000510127885726264,13,-7.674259208518e-05,-0.351222126827845
"SMP_210111",50.4785101413727,0.000502889066605232,14,-8.40335021590772e-05,-0.384589893971056
"SMP_210111",53.6347601413727,0.000491718011017141,15,-9.52570178450596e-05,-0.435955725416273
"SMP_210111",56.7890601158142,0.000503699861500519,16,-8.33279310532384e-05,-0.381360759044965
"SMP_210111",59.9433600902557,0.000522076505967457,17,-6.5004385615586e-05,-0.297500748263785
"SMP_210111",63.0996100902557,0.000549900902667495,18,-3.72334558559966e-05,-0.170403594660691
"SMP_210111",66.2539000511169,0.000514220861359087,19,-7.29672652141518e-05,-0.333943868469812
"SMP_210111",69.4082000255585,0.000486129376346693,20,-0.000101112852093619,-0.462755687513561
"SMP_210111",72.5644500255585,0.000454386237872769,21,-0.000132910459273614,-0.608281436883588
"SMP_210111",75.71875,0.000478952455541247,22,-0.000108399009281719,-0.496101702477013
"SMP_210111",78.8730401992798,0.00048397903080465,23,-0.000103427533480233,-0.473349118064264
"SMP_210111",82.0273401737213,0.000436539619109021,24,-0.000150922376201214,-0.690715240585922
"SMP_210111",85.1835901737213,0.000480982416844254,25,-0.000106535374895971,-0.487572545267081
"SMP_210111",88.3378901481628,0.000460801859470748,26,-0.000126772024595004,-0.580188118367293
"SMP_210111",91.4921901226044,0.000529641147967564,27,-5.79891581263468e-05,-0.265394677149886
"SMP_210111",94.6484401226044,0.000452202473412859,28,-0.000135484619034364,-0.620062402855673
"SMP_210111",97.8027300834656,0.000531414050085705,29,-5.63301221259507e-05,-0.257801890188815
"SMP_210111",100.957030057907,0.000521209292745387,30,-6.65922874234519e-05,-0.304767980644122
"SMP_210111",104.113280057907,0.00049953932279645,31,-8.83200285721061e-05,-0.404207721341503
"SMP_210111",107.267580032349,0.000513184269010213,32,-7.47331448513519e-05,-0.342025638775551
"SMP_210111",110.421870231628,0.000466243754060279,33,-0.000121732048434346,-0.557122033443507
"SMP_210111",113.578120231628,0.000466003272887039,34,-0.000122031280577865,-0.558491506991462
"SMP_210111",116.73242020607,0.000478757882496264,35,-0.000109335710935794,-0.500388635433122
"SMP_210111",119.886720180511,0.000467300378746364,36,-0.000120852579283785,-0.553097032239529
"SMP_210111",123.041010141373,0.000542447661864655,37,-4.5764984641116e-05,-0.209449209404545
"SMP_210111",126.197260141373,0.00057980447102854,38,-8.46822484612921e-06,-0.0387558963034852
"SMP_210111",129.351560115814,0.000570385056527022,39,-1.7947974656563e-05,-0.0821411638550534
"SMP_210111",132.505860090256,0.000525268278300961,40,-6.3125410568507e-05,-0.288901382587433
