"whale_index","Pb_DIV_Ca","row_number","millimeters","no_trend","nt_sd"
"SMP_210151",1.72292970334413e-06,303,47.9368,4.12833131196489e-07,0.811329041506206
"SMP_210151",1.90293620573737e-06,304,48.0952,5.9240913851339e-07,1.164244587484
"SMP_210151",1.56278416440143e-06,305,48.2536,2.51826123655302e-07,0.494906615027068
"SMP_210151",2.32948644567311e-06,306,48.412,1.01809695081894e-06,2.00083656288521
"SMP_210151",1.37525567320064e-06,307,48.5704,6.34342415124144e-08,0.124665484613067
"SMP_210151",1.45515975652069e-06,308,48.7288,1.42905903132308e-07,0.280848848245007
"SMP_210151",1.53036650502184e-06,309,48.8872,2.17679742927089e-07,0.427799718187575
"SMP_210151",2.04727238655181e-06,310,49.0456,7.3415222660437e-07,1.44280818887832
"SMP_210151",1.48453278199155e-06,311,49.204,1.70978732904997e-07,0.336019570628241
"SMP_210151",1.27708601890326e-06,312,49.3624,-3.69024127489212e-08,-0.0725232470516002
"SMP_210151",1.59401644778645e-06,313,49.5208,2.7959313800202e-07,0.549476327177155
"SMP_210151",1.85722404939996e-06,314,49.6792,5.42365363776554e-07,1.06589500087763
"SMP_210151",1.51007218961799e-06,315,49.8376,1.94777628308769e-07,0.382790853109586
"SMP_210151",1.74109251670584e-06,316,49.996,4.25361577723883e-07,0.835950835990512
"SMP_210151",1.31585525861844e-06,317,50.1544,-3.12562163302933e-10,-0.000614269401364925
"SMP_210151",1.6614758943217e-06,318,50.3128,3.44870685473047e-07,0.677764407806849
"SMP_210151",1.20634099066665e-06,319,50.4712,-1.1070211465617e-07,-0.217559671910035
"SMP_210151",1.52555690679124e-06,320,50.6296,2.08075394446914e-07,0.408924569228169
"SMP_210151",1.1777957913494e-06,321,50.788,-1.40124640703873e-07,-0.275382913440553
"SMP_210151",1.31835804021882e-06,322,50.9464,-1.82637096004437e-12,-3.58931415255601e-06
"SMP_210151",1.61045264870661e-06,323,51.1048,2.91652830612667e-07,0.573176893113562
"SMP_210151",2.16149951807017e-06,324,51.2632,8.42259229364316e-07,1.65526776225396
"SMP_210151",1.22030617524404e-06,325,51.4216,-9.93751053215914e-08,-0.195299027276401
"SMP_210151",1.17413335617245e-06,326,51.58,-1.45989439640922e-07,-0.286908833577902
"SMP_210151",1.56420588922704e-06,327,51.7384,2.43641052637858e-07,0.478820731115579
"SMP_210151",1.64752949100096e-06,328,51.8968,3.26522085967799e-07,0.641704434600655
"SMP_210151",1.70117022754361e-06,329,52.0552,3.79719724258205e-07,0.746252218252269
"SMP_210151",1.50833339070169e-06,330,52.2136,1.86439257215665e-07,0.36640369298248
"SMP_210151",1.16342190008444e-06,331,52.372,-1.58916397690687e-07,-0.312313811259102
"SMP_210151",7.865014933957e-07,332,52.5304,-5.36281504897115e-07,-1.05393856855591
"SMP_210151",1.52296013556144e-06,333,52.6888,1.99731898382255e-07,0.392527337142334
"SMP_210151",1.33171704029884e-06,334,52.8472,8.04302372450039e-09,0.0158067224650744
"SMP_210151",1.52197609383134e-06,335,53.0056,1.97855755212955e-07,0.388840207102978
"SMP_210151",1.22094232218253e-06,336,53.164,-1.03624883268891e-07,-0.203650993259856
"SMP_210151",1.398104277013e-06,337,53.3224,7.30896577994391e-08,0.143640995659846
"SMP_210151",9.26663726204854e-07,338,53.4808,-3.98798855840042e-07,-0.783747885070966
"SMP_210151",1.63652050666274e-06,339,53.6392,3.1060941057721e-07,0.6104317127747
"SMP_210151",1.0059992295616e-06,340,53.7976,-3.20360933913981e-07,-0.629596100233425
"SMP_210151",1.23456867196299e-06,341,53.956,-9.22411143921422e-08,-0.181278800735646
"SMP_210151",1.55310384156716e-06,342,54.1144,2.25843874702864e-07,0.44384445081156
"SMP_210151",1.04054496337679e-06,343,54.2728,-2.87165743766382e-07,-0.564358550797866
"SMP_210151",1.40329667656645e-06,344,54.4312,7.5134667234579e-08,0.147659993699258
"SMP_210151",1.07954994329732e-06,345,54.5896,-2.49063932273162e-07,-0.489478159999649
"SMP_210151",1.49582202378867e-06,346,54.748,1.66755715789545e-07,0.3277201969355
"SMP_210151",1.65942810122794e-06,347,54.9064,3.29908792470049e-07,0.648360231174855
"SMP_210151",1.93107999097578e-06,348,55.0648,6.01107110988896e-07,1.18133846183257
"SMP_210151",1.22398297272627e-06,349,55.2232,-1.06444051099949e-07,-0.209191422458425
"SMP_210151",1.42204851747507e-06,350,55.3816,9.11667750590811e-08,0.179167432641669
"SMP_210151",1.12567000368041e-06,351,55.54,-2.05667034215876e-07,-0.404191488353128
"SMP_210151",1.68689533707537e-06,352,55.6984,3.55102424668134e-07,0.697872549636531
"SMP_210151",1.53787197559779e-06,353,55.8568,2.05622607508866e-07,0.404104177827658
"SMP_210151",8.80981168859533e-07,354,56.0152,-4.51725238221929e-07,-0.887762577311956
"SMP_210151",7.31836995233172e-07,355,56.1736,-6.01327036291779e-07,-1.18177067468495
"SMP_210151",1.24156620693324e-06,356,56.332,-9.20560366262575e-08,-0.180915072742294
"SMP_210151",7.67186012748119e-07,357,56.4904,-5.66895032577074e-07,-1.11410245123102
"SMP_210151",1.06204526232423e-06,358,56.6488,-2.72495176637927e-07,-0.535526908501654
"SMP_210151",1.1338374969865e-06,359,56.8072,-2.01162929623971e-07,-0.395339701552966
"SMP_210151",9.34972704247059e-07,360,56.9656,-4.00488306163204e-07,-0.787068113046347
"SMP_210151",1.66287840274481e-06,361,57.124,3.26956210243193e-07,0.642557606513552
"SMP_210151",1.3674597900842e-06,362,57.2824,3.10758150595566e-08,0.0610724027241267
"SMP_210151",1.20913262243667e-06,363,57.4408,-1.2771373768278e-07,-0.250992123817764
"SMP_210151",8.80772602714601e-07,364,57.5992,-4.56536747211531e-07,-0.897218497105551
"SMP_210151",8.97036663599468e-07,365,57.7576,-4.40736282985327e-07,-0.866166300643397
"SMP_210151",1.19082176332754e-06,366,57.916,-1.47415388908005e-07,-0.289711210530415
"SMP_210151",1.18647254648823e-06,367,58.0744,-1.52229422530244e-07,-0.299172091911689
"SMP_210151",8.71760539377499e-07,368,58.2328,-4.674068596962e-07,-0.918581215542636
"SMP_210151",1.32907441661393e-06,369,58.3912,-1.05590279273893e-08,-0.020751352932206
"SMP_210151",1.53305203730328e-06,370,58.5496,1.92951929741854e-07,0.379202860391846
"SMP_210151",1.2205836643086e-06,371,58.708,-1.19983725965536e-07,-0.235800554819399
"SMP_210151",9.80611659215889e-07,372,58.8664,-3.60423635603663e-07,-0.708330171958322
"SMP_210151",1.17807483569309e-06,373,59.0248,-1.63428987644683e-07,-0.321182274096557
"SMP_210151",8.53717823347101e-07,374,59.1832,-4.88255154621795e-07,-0.959553768036179
"SMP_210151",1.10387741277392e-06,375,59.3416,-2.38565348079118e-07,-0.468845595392639
"SMP_210151",5.46616761468496e-07,376,59.5,-7.9629641266179e-07,-1.5649383647269
"SMP_210151",8.9485676521893e-07,377,59.6584,-4.48527454721825e-07,-0.881478065662989
"SMP_210151",1.31422600312667e-06,378,59.8168,-2.96298972978774e-08,-0.0582307822653227
"SMP_210151",1.4829464302634e-06,379,59.9752,1.38618212541643e-07,0.272422373637416
"SMP_210151",1.72760663388307e-06,380,60.1336,3.82805459910581e-07,0.752316525498949
"SMP_210151",1.02750198068104e-06,381,60.292,-3.17772790635824e-07,-0.624509696923055
"SMP_210151",1.14376194971677e-06,382,60.4504,-2.01987062178191e-07,-0.396959345483559
"SMP_210151",1.24883549580524e-06,383,60.6088,-9.73884020416564e-08,-0.191394616641539
"SMP_210151",1.58207518679793e-06,384,60.7672,2.35375755485159e-07,0.462577181095192
"SMP_210151",1.15951507734845e-06,385,60.9256,-1.8766053708423e-07,-0.368803839071294
"SMP_210151",2.06714575936138e-06,386,61.084,7.19493310014645e-07,1.41399944304972
"SMP_210151",1.4518450767065e-06,387,61.2424,1.03715138511457e-07,0.20382836928399
"SMP_210151",1.20484110799846e-06,388,61.4008,-1.43766975119244e-07,-0.282541088176924
"SMP_210151",1.68641269487719e-06,389,61.5592,3.37325808622381e-07,0.662936679020179
"SMP_210151",1.38049263705427e-06,390,61.7176,3.09262873077929e-08,0.0607785401478226
"SMP_210151",1.62513475694641e-06,391,61.876,2.75088281213604e-07,0.540623062106895
"SMP_210151",1.20875240524118e-06,392,62.0344,-1.41774861112708e-07,-0.278626043997186
"SMP_210151",1.80558965502023e-06,393,62.1928,4.54580931270392e-07,0.893374788466451
"SMP_210151",1.42013977634497e-06,394,62.3512,6.86489262842049e-08,0.1349137541388
"SMP_210151",1.79965357710778e-06,395,62.5096,4.47679929681028e-07,0.879812449153459
"SMP_210151",1.35666339873327e-06,396,62.668,4.20628074535174e-09,0.00826648218746756
"SMP_210151",2.05298357028064e-06,397,62.8264,7.00043456972524e-07,1.37577520804134
"SMP_210151",1.20488641015119e-06,398,62.9848,-1.48535089058329e-07,-0.29191172492979
"SMP_210151",1.52318094341197e-06,399,63.1432,1.69279644192275e-07,0.332680400603948
"SMP_210151",1.50381124894648e-06,400,63.3016,1.49431712080273e-07,0.293673832285073
"SMP_210151",9.87812757810798e-07,401,63.46,-3.6704347786583e-07,-0.7213399569577
"SMP_210151",1.50405630091196e-06,402,63.6184,1.48724881733437e-07,0.292284718998202
"SMP_210151",1.74985967178914e-06,403,63.7768,3.94054560889666e-07,0.774424059089376
"SMP_210151",1.82162735516813e-06,404,63.9352,4.65350020801097e-07,0.914538969406866
"SMP_210151",2.28074922035536e-06,405,64.0936,9.24001107246594e-07,1.81591271640513
"SMP_210151",1.81662990725009e-06,406,64.252,4.59412436597823e-07,0.902870006485837
"SMP_210151",1.92287640305919e-06,407,64.4104,5.65190972534111e-07,1.11075351119484
"SMP_210151",1.46315191040442e-06,408,64.5688,1.04999894149637e-07,0.206353262471398
"SMP_210151",1.73082691385088e-06,409,64.7272,3.72209662481926e-07,0.731492910526794
"SMP_210151",1.92705528903671e-06,410,64.8856,5.67974129641571e-07,1.11622316955732
"SMP_210151",1.3510490631938e-06,411,65.044,-8.49470066712955e-09,-0.0166943901284514
"SMP_210151",1.35865972912834e-06,412,65.2024,-1.34535916553353e-09,-0.00264399555115742
"SMP_210151",1.49477817779173e-06,413,65.3608,1.34313021570169e-07,0.263961506036352
"SMP_210151",1.45136121526422e-06,414,65.5192,9.04372240926738e-08,0.177733667176698
"SMP_210151",1.53790297766024e-06,415,65.6776,1.76521360988836e-07,0.346912337683186
"SMP_210151",1.25373098341446e-06,416,65.836,-1.08107072834236e-07,-0.21245971109062
"SMP_210151",1.59970306329576e-06,417,65.9944,2.37409729864752e-07,0.466574492258326
"SMP_210151",1.55160970918089e-06,418,66.1528,1.88862237435007e-07,0.371165506098714
"SMP_210151",1.22780591858195e-06,419,66.3112,-1.35394576138966e-07,-0.266087054024941
"SMP_210151",1.41989766652341e-06,420,66.4696,5.62452406397538e-08,0.110537148618089
"SMP_210151",1.25645031890215e-06,421,66.628,-1.07652969859532e-07,-0.211567275616403
"SMP_210151",1.32226762086364e-06,422,66.7864,-4.22854860189177e-08,-0.0831024456344417
"SMP_210151",1.00400470771675e-06,423,66.9448,-3.60997196057105e-07,-0.709457373768866
"SMP_210151",2.00669790465008e-06,424,67.1032,6.41248201686929e-07,1.26022658921387
"SMP_210151",2.31898036193755e-06,425,67.2616,9.53083833959555e-07,1.87306816010711
"SMP_210151",1.45364628291428e-06,426,67.42,8.73038805683094e-08,0.171575797552803
"SMP_210151",1.48856940808176e-06,427,67.5784,1.21782058487125e-07,0.239334765837836
"SMP_210151",1.06312069619862e-06,428,67.7368,-3.04110697052951e-07,-0.597659978589075
"SMP_210151",1.39397032545499e-06,429,67.8952,2.62957686106525e-08,0.0516783153539957
"SMP_210151",1.42450474091779e-06,430,68.0536,5.63878770172856e-08,0.110817467775448
"SMP_210151",1.27365943457896e-06,431,68.212,-9.48989033686854e-08,-0.186502076727606
"SMP_210151",1.07562487127615e-06,432,68.3704,-2.9337413123717e-07,-0.576559715567211
"SMP_210151",1.18115140607758e-06,433,68.5288,-1.88287475047525e-07,-0.370035942161881
"SMP_210151",1.06668460497353e-06,434,68.6872,-3.03193392337039e-07,-0.595857226097353
"SMP_210151",1.3514528350189e-06,435,68.8456,-1.88635395783837e-08,-0.0370719700746599
"SMP_210151",1.60711988668829e-06,436,69.004,2.36365850175485e-07,0.464522985623462
"SMP_210151",1.55270445231859e-06,437,69.1624,1.81513445733883e-07,0.356723137798909
"SMP_210151",1.235406087489e-06,438,69.3208,-1.36221220851573e-07,-0.26771163502793
"SMP_210151",1.84804082011748e-06,439,69.4792,4.75977854809531e-07,0.935425544944929
"SMP_210151",1.87170335481435e-06,440,69.6376,4.99205353799935e-07,0.981073878541248
"SMP_210151",1.2746711416964e-06,441,69.796,-9.82612972911395e-08,-0.193110092490209
"SMP_210151",1.43537011859446e-06,442,69.9544,6.20038158395684e-08,0.121854310309463
"SMP_210151",1.424316082421e-06,443,70.1128,5.05164665769529e-08,0.0992785542414529
"SMP_210151",1.1044787455594e-06,444,70.2712,-2.69753656223156e-07,-0.530139077529999
"SMP_210151",1.79559393885057e-06,445,70.4296,4.20929254752569e-07,0.827240119538225
"SMP_210151",1.71063179391009e-06,446,70.588,3.35535307592138e-07,0.659417859005727
"SMP_210151",1.28473944404843e-06,447,70.7464,-9.07883879215377e-08,-0.178423799317639
"SMP_210151",1.18133226445058e-06,448,70.9048,-1.94626480131047e-07,-0.382493805956899
"SMP_210151",1.04422685523911e-06,449,71.0632,-3.32162392441386e-07,-0.652789166176715
"SMP_210151",1.289248714965e-06,450,71.2216,-8.75706498291302e-08,-0.172100071484156
"SMP_210151",1.49171344205932e-06,451,71.38,1.14464322609196e-07,0.224953430651318
"SMP_210151",1.48170787590515e-06,452,71.5384,1.04029340729125e-07,0.204445861836878
"SMP_210151",1.6106200799605e-06,453,71.6968,2.3251244446109e-07,0.456949998553037
"SMP_210151",8.69221501832209e-07,454,71.8552,-5.09314942115636e-07,-1.00094196077202
"SMP_210151",1.5008301024686e-06,455,72.0136,1.21865118419693e-07,0.239498001126831
"SMP_210151",1.12296861651646e-06,456,72.172,-2.56424662813693e-07,-0.503943991356077
"SMP_210151",1.30619134781806e-06,457,72.3304,-7.36300055010972e-08,-0.144702925407577
"SMP_210151",1.2035406002143e-06,458,72.4888,-1.76708629329185e-07,-0.347280370749328
"SMP_210151",1.34163273944613e-06,459,72.6472,-3.90441920845817e-08,-0.0767324241844601
"SMP_210151",9.58196425032012e-07,460,72.8056,-4.22908057776389e-07,-0.831129004027686
"SMP_210151",1.01073752606574e-06,461,72.964,-3.70794380838386e-07,-0.728711498347042
"SMP_210151",6.73188208602808e-07,462,73.1224,-7.08771018742641e-07,-1.39292723337689
"SMP_210151",7.59513435506619e-07,463,73.2808,-6.22873032153325e-07,-1.22411439869756
"SMP_210151",1.12449900219954e-06,464,73.4392,-2.58314649175636e-07,-0.507658327022527
"SMP_210151",1.27567247794096e-06,465,73.5976,-1.07568324077757e-07,-0.211400923703717
"SMP_210151",7.2747206253338e-07,466,73.756,-6.56195880584759e-07,-1.28960283127509
"SMP_210151",8.16430846891416e-07,467,73.9144,-5.67664251309587e-07,-1.11561417461221
"SMP_210151",5.4931770133898e-07,468,74.0728,-8.35204589455902e-07,-1.64140348198537
"SMP_210151",9.65709950163536e-07,469,74.2312,-4.19239594263807e-07,-0.823919478530452
"SMP_210151",6.23370507137164e-07,470,74.3896,-7.62006375488791e-07,-1.49754914402131
"SMP_210151",9.17388121456773e-07,471,74.548,-4.68416207461515e-07,-0.920564857583686
"SMP_210151",8.34194516775207e-07,472,74.7064,-5.52037390056702e-07,-1.08490315506466
"SMP_210151",9.94359976581908e-07,473,74.8648,-3.92299663312481e-07,-0.770975209513972
"SMP_210151",1.01232148816218e-06,474,75.0232,-3.74766063471114e-07,-0.736516931632495
"SMP_210151",1.35425862191678e-06,475,75.1816,-3.32570436594178e-08,-0.0653591083577135
"SMP_210151",1.06342661727077e-06,476,75.34,-3.24517387979896e-07,-0.637764659485414
"SMP_210151",6.7027885748586e-07,477,75.4984,-7.18093736698399e-07,-1.41124890199238
"SMP_210151",1.53709281425614e-06,478,75.6568,1.48291358351579e-07,0.291432728004033
"SMP_210151",7.26723512468905e-07,479,75.8152,-6.62507101470223e-07,-1.30200609158731
"SMP_210151",1.1394436613232e-06,480,75.9736,-2.50216430492336e-07,-0.49174313149743
"SMP_210151",1.11449554047195e-06,481,76.132,-2.75594372589405e-07,-0.541617668885795
"SMP_210151",7.17435833807773e-07,482,76.2904,-6.73084267396372e-07,-1.32279309060515
"SMP_210151",1.22254477991739e-06,483,76.4488,-1.68405899854089e-07,-0.330963256065748
"SMP_210151",8.48660835152642e-07,484,76.6072,-5.42720837138293e-07,-1.06659360241919
"SMP_210151",6.73938084815735e-07,485,76.7656,-7.17875017474334e-07,-1.4108190594119
"SMP_210151",1.22109043664217e-06,486,76.924,-1.71154556654284e-07,-0.336365111969774
"SMP_210151",1.16598818786029e-06,487,77.0824,-2.26689180977372e-07,-0.445505706843721
"SMP_210151",9.71265761856668e-07,488,77.2408,-4.21844490584587e-07,-0.829038806112123
"SMP_210151",1.09336078036051e-06,489,77.3992,-3.00182887274293e-07,-0.589940767357891
"SMP_210151",1.00823777090935e-06,490,77.5576,-3.85739867036539e-07,-0.758083431158851
"SMP_210151",1.09517624110724e-06,491,77.716,-2.99235945794821e-07,-0.588079770589837
"SMP_210151",9.57144145713346e-07,492,77.8744,-4.3770319231755e-07,-0.860205455066017
"SMP_210151",9.16219299450489e-07,493,78.0328,-4.79063815409478e-07,-0.941490294274578
"SMP_210151",1.26140137701835e-06,494,78.1912,-1.34318163898483e-07,-0.263971612105818
"SMP_210151",4.83842349838264e-07,495,78.3496,-9.12314289890816e-07,-1.79294495144876
"SMP_210151",1.14873056615149e-06,496,78.508,-2.47863868672771e-07,-0.487119709630538
"SMP_210151",8.45131146957991e-07,497,78.6664,-5.51901802771956e-07,-1.08463668928597
"SMP_210151",7.84825855583184e-07,498,78.8248,-6.12646352390527e-07,-1.20401620002418
"SMP_210151",1.10248398004156e-06,499,78.9832,-2.95428253041562e-07,-0.580596621883
"SMP_210151",1.15061562332217e-06,500,79.1416,-2.47737425263575e-07,-0.486871214046643
"SMP_210151",1.16664823248065e-06,501,79.3,-2.32146445528498e-07,-0.456230711410768
"SMP_210151",6.20266862834477e-07,502,79.4584,-7.78970282046428e-07,-1.5308878201293
"SMP_210151",1.12141825571138e-06,503,79.6168,-2.78262217017204e-07,-0.546860706565985
"SMP_210151",1.72446565602362e-06,504,79.7752,3.24340970943873e-07,0.637417952174577
"SMP_210151",1.11878677020971e-06,505,79.9336,-2.81783035252262e-07,-0.553780069059224
"SMP_210151",1.36531593563409e-06,506,80.092,-3.56999217687296e-08,-0.0701600262230025
"SMP_210151",1.12481730788504e-06,507,80.2504,-2.76645556544824e-07,-0.54368353038418
"SMP_210151",1.05583492227751e-06,508,80.4088,-3.46075927793157e-07,-0.680133035764404
"SMP_210151",1.33127743127598e-06,509,80.5672,-7.10824065768239e-08,-0.139696202746093
"SMP_210151",6.61071979500514e-07,510,80.7256,-7.41737871803335e-07,-1.45771603852363
"SMP_210151",1.3387293400782e-06,511,80.884,-6.45315738731553e-08,-0.126822040240939
"SMP_210151",1.20963586728253e-06,512,81.0424,-1.94077182040381e-07,-0.381414286267891
"SMP_210151",1.20311252116846e-06,513,81.2008,-2.01053759777611e-07,-0.395125153203729
"SMP_210151",1.01352604825725e-06,514,81.3592,-3.91094584091149e-07,-0.768606902089738
"SMP_210151",1.12453821576451e-06,515,81.5176,-2.80537911292964e-07,-0.551333062866853
"SMP_210151",1.49982950054592e-06,516,81.676,9.4296711945053e-08,0.185318607297421
"SMP_210151",2.20443815608134e-06,517,81.8344,7.98447515575196e-07,1.5691658652181
"SMP_210151",1.44312547401057e-06,518,81.9928,3.66757677097076e-08,0.0720778280952912
"SMP_210151",1.93430277196289e-06,519,82.1512,5.27392762450281e-07,1.03646977948686
"SMP_210151",1.35847346098989e-06,520,82.3096,-4.88981126790557e-08,-0.0960980500193395
"SMP_210151",1.84341484730555e-06,521,82.468,4.35580425008115e-07,0.856033641719755
"SMP_210151",1.87888554949387e-06,522,82.6264,4.70586970568223e-07,0.924830995685533
"SMP_210151",1.26580204712689e-06,523,82.7848,-1.4296201995427e-07,-0.280959133016104
"SMP_210151",1.69984588728028e-06,524,82.9432,2.90614976988743e-07,0.571137229331051
"SMP_210151",1.81686677697699e-06,525,83.1016,4.07167644892649e-07,0.80019482473625
"SMP_210151",1.11080932414563e-06,526,83.26,-2.99359431841516e-07,-0.588322454154534
"SMP_210151",1.71416262004124e-06,527,83.4184,3.03522814513708e-07,0.596504629996534
"SMP_210151",1.03482945531015e-06,528,83.5768,-3.76282848922897e-07,-0.739497826317955
"SMP_210151",1.70185201550825e-06,529,83.7352,2.90265739876986e-07,0.570450883711649
"SMP_210151",1.46427276818616e-06,530,83.8936,5.22110249363975e-08,0.102608820893163
"SMP_210151",1.24510763439131e-06,531,84.052,-1.67431096224796e-07,-0.329047502618541
"SMP_210151",1.68303813182019e-06,532,84.2104,2.7002087056232e-07,0.530664226160979
"SMP_210151",1.74823756239902e-06,533,84.3688,3.34740203696416e-07,0.657855264260136
"SMP_210151",1.41057399656819e-06,534,84.5272,-3.40504990970792e-09,-0.00669184634362412
"SMP_210151",1.43756177967151e-06,535,84.6856,2.30994315601998e-08,0.0453966463707953
"SMP_210151",1.4753587092225e-06,536,84.844,6.04114220920901e-08,0.118724824821955
"SMP_210151",1.52784017269669e-06,537,85.0024,1.12406285633926e-07,0.220908829963164
"SMP_210151",1.9904203731641e-06,538,85.1608,5.7449820172816e-07,1.12904474019383
"SMP_210151",1.31179658014632e-06,539,85.3192,-1.046155836312e-07,-0.205597988097801
"SMP_210151",1.6008433129161e-06,540,85.4776,1.83939425301043e-07,0.361490845446871
"SMP_210151",9.53065817097032e-07,541,85.636,-4.64331549379098e-07,-0.912537396906577
"SMP_210151",1.75450673754583e-06,542,85.7944,3.36614113657525e-07,0.661538005439869
"SMP_210151",7.53843304412321e-07,543,85.9528,-6.64546378966823e-07,-1.30601382481329
"SMP_210151",1.04765380329293e-06,544,86.1112,-3.71234765183299e-07,-0.729576972993947
"SMP_210151",1.22374832717106e-06,545,86.2696,-1.95640975536052e-07,-0.384487564505709
"SMP_210151",1.25394620364783e-06,546,86.428,-1.65945705951542e-07,-0.326128307971616
"SMP_210151",1.22412416845292e-06,547,86.5864,-1.9627224422766e-07,-0.385728178651699
"SMP_210151",1.43385102530116e-06,548,86.7448,1.29481898228592e-08,0.0254467038722741
"SMP_210151",1.26126205409744e-06,549,86.9032,-1.60149147422671e-07,-0.314736498739558
"SMP_210151",6.54172032380746e-07,550,87.0616,-7.67749501952815e-07,-1.50883594475797
"SMP_210151",7.57471570962962e-07,551,87.22,-6.64962286483271e-07,-1.30683119585543
"SMP_210151",1.00372734150679e-06,552,87.3784,-4.19220852878904e-07,-0.823882646627437
"SMP_210151",1.09161808890474e-06,553,87.5368,-3.31846479774774e-07,-0.652168312127865
"SMP_210151",1.46258726650836e-06,554,87.6952,3.86042626531015e-08,0.0758678435658001
"SMP_210151",1.35081347413259e-06,555,87.8536,-7.36900493079018e-08,-0.144820927768681
"SMP_210151",1.55000089941659e-06,556,88.012,1.24974748453795e-07,0.245609267312504
"SMP_210151",1.40717410355986e-06,557,88.1704,-1.83768063898753e-08,-0.0361154073827141
"SMP_210151",1.87149767234291e-06,558,88.3288,4.45419848414043e-07,0.875370776648264
"SMP_210151",2.23696999629425e-06,559,88.4872,8.10363079866481e-07,1.59258317992691
"SMP_210151",1.54632587546416e-06,560,88.6456,1.19187664490151e-07,0.234236078170124
"SMP_210151",2.05188659146427e-06,561,88.804,6.24214860369111e-07,1.22675145497506
"SMP_210151",1.49209953100548e-06,562,88.9624,6.38920306866992e-08,0.125565164468964
"SMP_210151",1.64383746925903e-06,563,89.1208,2.15091927086579e-07,0.422713958380967
"SMP_210151",1.90517392575622e-06,564,89.2792,4.75888045572486e-07,0.935249045442577
"SMP_210151",2.26195393269972e-06,565,89.4376,8.32125394819522e-07,1.63535202960871
"SMP_210151",2.50213223744905e-06,566,89.596,1.07175869865964e-06,2.10629644764532
"SMP_210151",1.56990139117613e-06,567,89.7544,1.38980484737183e-07,0.273134336730882
"SMP_210151",1.88246152260074e-06,568,89.9128,4.50990858244369e-07,0.886319321530697
"SMP_210151",1.39829316840775e-06,569,90.0712,-3.37296676614933e-08,-0.066287942672647
"SMP_210151",1.57998201135853e-06,570,90.2296,1.47404566253373e-07,0.289689941079527
"SMP_210151",2.04072882400195e-06,571,90.388,6.075943090103e-07,1.19408756493269
"SMP_210151",1.82547482410564e-06,572,90.5464,3.91780754849328e-07,0.769955413683102
"SMP_210151",2.14595230766516e-06,573,90.7048,7.11696176238453e-07,1.39867596100554
"SMP_210151",1.49644197676628e-06,574,90.8632,6.16212517358811e-08,0.121102468114386
"SMP_210151",1.67587577994432e-06,575,91.0216,2.40487906349362e-07,0.472623943690693
"SMP_210151",1.53582765742734e-06,576,91.18,9.98700567793807e-08,0.196271741095847
"SMP_210151",1.98440559989642e-06,577,91.3384,5.47875670179453e-07,1.07672424706558
"SMP_210151",1.41091025302162e-06,578,91.4968,-2.61946313079371e-08,-0.051479553131025
"SMP_210151",1.68085199389204e-06,579,91.6552,2.43169505878761e-07,0.47789401387519
"SMP_210151",1.80834598695068e-06,580,91.8136,3.70083222654962e-07,0.727313879687793
"SMP_210151",1.46376311591977e-06,581,91.972,2.49173792153295e-08,0.0489694064452352
"SMP_210151",2.06158796799915e-06,582,92.1304,6.22156539232129e-07,1.22270629583209
"SMP_210151",1.94847043493033e-06,583,92.2888,5.0845057091932e-07,0.999243236999104
"SMP_210151",1.84557102948933e-06,584,92.4472,4.04959963525339e-07,0.795856132242023
"SMP_210151",1.51266477272472e-06,585,92.6056,7.14597145711952e-08,0.140437715261182
"SMP_210151",2.00981417388292e-06,586,92.764,5.68012309775738e-07,1.11629820387341
"SMP_210151",1.6749114228067e-06,587,92.9224,2.32509915454161e-07,0.456945028368687
"SMP_210151",2.1754686280756e-06,588,93.0808,7.3246461665844e-07,1.43949157774321
"SMP_210151",1.08847730316925e-06,589,93.2392,-3.55132096659359e-07,-0.697930863144778
"SMP_210151",9.71078347581594e-07,590,93.3976,-4.73139348532869e-07,-0.929847110457174
"SMP_210151",1.56481114679668e-06,591,93.556,1.19982222994397e-07,0.235797601073583
"SMP_210151",1.46542568461986e-06,592,93.7144,1.99825782002241e-08,0.0392711843911924
"SMP_210151",1.42394576869156e-06,593,93.8728,-2.2114498802546e-08,-0.0434609864398702
"SMP_210151",1.59426598677326e-06,594,94.0312,1.47585556220016e-07,0.290045635438972
"SMP_210151",7.51573898370501e-07,595,94.1896,-6.95728729069332e-07,-1.36729559778354
"SMP_210151",1.14692870916393e-06,596,94.348,-3.00997166429882e-07,-0.591541046688447
"SMP_210151",8.97700317281729e-07,597,94.5064,-5.50849859656751e-07,-1.08256933583275
"SMP_210151",1.20623274516787e-06,598,94.6648,-2.42942788229299e-07,-0.477448452220054
"SMP_210151",7.94090421220578e-07,599,94.8232,-6.55711525672599e-07,-1.28865094254103
"SMP_210151",9.90107299979229e-07,600,94.9816,-4.60322119370601e-07,-0.904657779792628
"SMP_210151",1.51319180273439e-06,601,95.14,6.21338500439515e-08,0.122109862779536
"SMP_210151",1.33655184842543e-06,602,95.2984,-1.15135700412877e-07,-0.226272870078019
"SMP_210151",1.71553397132436e-06,603,95.4568,2.63215761607596e-07,0.51729034187611
"SMP_210151",1.02118793594198e-06,604,95.6152,-4.31762001307141e-07,-0.848529403790989
"SMP_210151",9.42095506454162e-07,605,95.7736,-5.11487226904515e-07,-1.00521108939194
"SMP_210151",7.48031637304152e-07,606,95.932,-7.06184962664609e-07,-1.38784493198071
