"whale_index","Pb_DIV_Ca","row_number","millimeters","no_trend","nt_sd"
"SMP_210151",1.7539393253477e-06,111,17.524,5.20256146436111e-07,1.02244439394285
"SMP_210151",1.2011789170296e-06,112,17.6824,-3.28790619882546e-08,-0.0646162718850618
"SMP_210151",1.7306882868969e-06,113,17.8408,4.96255232433184e-07,0.975276090137308
"SMP_210151",2.13870793868142e-06,114,17.9992,9.03899535210357e-07,1.77640767686128
"SMP_210151",9.68135063987165e-07,115,18.1576,-2.67048960274601e-07,-0.524823616619323
"SMP_210151",1.78166173490667e-06,116,18.316,5.46101819848968e-07,1.07323815019095
"SMP_210151",1.55179482261613e-06,117,18.4744,3.15858748535371e-07,0.620748085207779
"SMP_210151",1.27495462451463e-06,118,18.6328,3.86421249618297e-08,0.0759422532687244
"SMP_210151",2.11500536182755e-06,119,18.7912,8.78316172131827e-07,1.72612943154494
"SMP_210151",2.07672726102728e-06,120,18.9496,8.3966111829588e-07,1.65016176953295
"SMP_210151",1.10294389896548e-06,121,19.108,-1.34499457916221e-07,-0.264327904008108
"SMP_210151",1.36901620869559e-06,122,19.2664,1.31195378327076e-07,0.257834491722247
"SMP_210151",1.94348213952082e-06,123,19.4248,7.05283578107102e-07,1.38607346691696
"SMP_210151",1.46574306680441e-06,124,19.5832,2.27166518565225e-07,0.446443804632783
"SMP_210151",1.47521744337415e-06,125,19.7416,2.36262654307339e-07,0.464320177761246
"SMP_210151",1.27319216360802e-06,126,19.9,3.38588814895724e-08,0.0665418828808394
"SMP_210151",1.87881597603463e-06,127,20.0584,6.39103950418624e-07,1.25601255406311
"SMP_210151",1.95225117717937e-06,128,20.2168,7.1216015939803e-07,1.39958781372202
"SMP_210151",9.96611356474121e-07,129,20.3752,-2.43858900362212e-07,-0.479248860962817
"SMP_210151",1.42250262033782e-06,130,20.5336,1.81652879334944e-07,0.356997162632078
"SMP_210151",1.12178604470946e-06,131,20.692,-1.19443423793372e-07,-0.234738714549468
"SMP_210151",1.47231502685402e-06,132,20.8504,2.30705589295921e-07,0.453399038229071
"SMP_210151",1.10875123500685e-06,133,21.0088,-1.3323841138368e-07,-0.261849605641946
"SMP_210151",1.44002257593428e-06,134,21.1672,1.97652482712244e-07,0.388440721522233
"SMP_210151",1.12338482410183e-06,135,21.3256,-1.19365952172642e-07,-0.234586461808491
"SMP_210151",1.18938925385088e-06,136,21.484,-5.37424399188426e-08,-0.105618466573136
"SMP_210151",1.20462614208819e-06,137,21.6424,-3.8886701841474e-08,-0.0764229131536549
"SMP_210151",1.50045027474307e-06,138,21.8008,2.56556049766882e-07,0.504202202344347
"SMP_210151",1.33483779130911e-06,139,21.9592,9.05619561779444e-08,0.177978799545058
"SMP_210151",1.16087836293558e-06,140,22.1176,-8.37793096808872e-08,-0.164649060080147
"SMP_210151",1.02693091875607e-06,141,22.276,-2.18108816897915e-07,-0.428642964882618
"SMP_210151",7.46480542367642e-07,142,22.4344,-4.98941480097953e-07,-0.980555295168137
"SMP_210151",1.12398362159801e-06,143,22.5928,-1.21820909675161e-07,-0.23941111895673
"SMP_210151",1.07014946107542e-06,144,22.7512,-1.76037799223181e-07,-0.34596200769707
"SMP_210151",1.09436573879327e-06,145,22.9096,-1.52204468970481e-07,-0.299123051400657
"SMP_210151",8.1515400369403e-07,146,23.068,-4.31799368196478e-07,-0.848602839860478
"SMP_210151",1.28801668994229e-06,147,23.2264,4.06799390415381e-08,0.0799471104837109
"SMP_210151",7.59631021740635e-07,148,23.3848,-4.88089321275725e-07,-0.95922786054584
"SMP_210151",1.22698142938458e-06,149,23.5432,-2.11227170746291e-08,-0.0415118664252967
"SMP_210151",9.69890543797171e-07,150,23.7016,-2.78597615654013e-07,-0.547519855829844
"SMP_210151",1.55734844532182e-06,151,23.86,3.08476065107664e-07,0.606239110475577
"SMP_210151",1.47997029050706e-06,152,24.0184,2.3071348353705e-07,0.453414552553394
"SMP_210151",1.09030099542687e-06,153,24.1768,-1.59340442513756e-07,-0.313147174315159
"SMP_210151",1.0894450379105e-06,154,24.3352,-1.6058123343738e-07,-0.31558566491754
"SMP_210151",9.59060145715992e-07,155,24.4936,-2.91351159697657e-07,-0.572584027968229
"SMP_210151",1.25840134769994e-06,156,24.652,7.60480934012281e-09,0.014945512379002
"SMP_210151",1.21613585475362e-06,157,24.8104,-3.50461136546379e-08,-0.0688751160003233
"SMP_210151",8.23932908005623e-07,158,24.9688,-4.27634685775227e-07,-0.840418109659154
"SMP_210151",1.45445791307236e-06,159,25.1272,2.02504500372881e-07,0.397976251838239
"SMP_210151",1.50358375136568e-06,160,25.2856,2.51244327979659e-07,0.493763228771939
"SMP_210151",8.01780141756042e-07,161,25.444,-4.50945482306308e-07,-0.88623014550883
"SMP_210151",1.56001320394698e-06,162,25.6024,3.06901190996632e-07,0.603144055824094
"SMP_210151",1.7284604096959e-06,163,25.7608,4.74961821423997e-07,0.933428763847359
"SMP_210151",1.13533646235584e-06,164,25.9192,-1.18548885893041e-07,-0.23298070502353
"SMP_210151",8.20503013773176e-07,165,26.0776,-4.33769277329991e-07,-0.852474245443929
"SMP_210151",7.47765647579458e-07,166,26.236,-5.06893767477181e-07,-0.996183696111811
"SMP_210151",1.05359441782452e-06,167,26.3944,-2.01452300506653e-07,-0.395908393799651
"SMP_210151",6.11412639846347e-07,168,26.5528,-6.44021559302311e-07,-1.26567698891731
"SMP_210151",1.45475183667129e-06,169,26.7112,1.98929980940331e-07,0.390951351930979
"SMP_210151",1.05502824721852e-06,170,26.8696,-2.01181439081448e-07,-0.395376077655704
"SMP_210151",1.53394544534564e-06,171,27.028,2.77347756268078e-07,0.545063543240132
"SMP_210151",6.30485335732276e-07,172,27.1864,-6.2650052655333e-07,-1.2312434087799
"SMP_210151",7.76622249339506e-07,173,27.3448,-4.80751954806488e-07,-0.944807945924617
"SMP_210151",1.01659859944461e-06,174,27.5032,-2.41164113435989e-07,-0.473952873967831
"SMP_210151",1.35739329211494e-06,175,27.6616,9.92419054036414e-08,0.195037253320793
"SMP_210151",1.41806122925189e-06,176,27.82,1.5952100539191e-07,0.313502029329921
"SMP_210151",9.40577923916432e-07,177,27.9784,-3.18351298632083e-07,-0.625646621996749
"SMP_210151",1.4015193926711e-06,178,28.1368,1.42201011672317e-07,0.279463545396511
"SMP_210151",9.48542597821446e-07,179,28.2952,-3.11165099611219e-07,-0.611523792400266
"SMP_210151",1.64118351822649e-06,180,28.4536,3.81086348154448e-07,0.748938004765151
"SMP_210151",1.23013141605669e-06,181,28.612,-3.0355381082098e-08,-0.0596565546144898
"SMP_210151",1.60056947211504e-06,182,28.7704,3.39692895260264e-07,0.667588646093436
"SMP_210151",1.4251843500895e-06,183,28.9288,1.63917842647596e-07,0.322143006729133
"SMP_210151",1.26845662962428e-06,184,29.0872,6.80004250224228e-09,0.013363927331985
"SMP_210151",1.00694780993644e-06,185,29.2456,-2.55099004180619e-07,-0.501338712692954
"SMP_210151",1.07562114540061e-06,186,29.404,-1.86816041248234e-07,-0.367144175770557
"SMP_210151",8.91665419169528e-07,187,29.5624,-3.71162283769742e-07,-0.729434527363148
"SMP_210151",1.53011119767704e-06,188,29.7208,2.66892836466813e-07,0.524516791004427
"SMP_210151",1.18265019414351e-06,189,29.8792,-8.09589655400753e-08,-0.159106319113958
"SMP_210151",1.76619941326227e-06,190,30.0376,5.02199316681043e-07,0.98695782740842
"SMP_210151",1.86767460523821e-06,191,30.196,6.03283435113189e-07,1.18561552884183
"SMP_210151",1.65258870546083e-06,192,30.3544,3.87806326923967e-07,0.762144585153249
"SMP_210151",1.83837392363031e-06,193,30.5128,5.73200203591678e-07,1.12649382190659
"SMP_210151",1.66797285912121e-06,194,30.6712,4.02407666269026e-07,0.79084017608414
"SMP_210151",1.40561367849457e-06,195,30.8296,1.39656883295148e-07,0.274463643301117
"SMP_210151",1.1599148979944e-06,196,30.988,-1.06433627307811e-07,-0.209170936880488
"SMP_210151",1.16050636347976e-06,197,31.1464,-1.06234017902681e-07,-0.2087786502758
"SMP_210151",1.2165167625982e-06,198,31.3048,-5.06155990637864e-08,-0.0994733764576148
"SMP_210151",1.12468398088766e-06,199,31.4632,-1.42840548714938e-07,-0.280720409094184
"SMP_210151",1.58118994556587e-06,200,31.6216,3.13272994287672e-07,0.615666376990039
"SMP_210151",8.30031345328076e-07,201,31.78,-4.38278283500807e-07,-0.861335665175699
"SMP_210151",8.16857023965668e-07,202,31.9384,-4.51845540429091e-07,-0.887999003768682
"SMP_210151",1.17822858455297e-06,203,32.0968,-9.08671755629528e-08,-0.178578638396098
"SMP_210151",1.24330535097908e-06,204,32.2552,-2.61838671534081e-08,-0.0514583986487011
"SMP_210151",1.18431765128075e-06,205,32.4136,-8.55652893037973e-08,-0.168158994303221
"SMP_210151",1.09565720291602e-06,206,32.572,-1.74619726696195e-07,-0.343175110674607
"SMP_210151",1.61457490173536e-06,207,32.7304,3.43903714379776e-07,0.675864047416698
"SMP_210151",1.69978595103242e-06,208,32.8888,4.28720235077665e-07,0.842551508382512
"SMP_210151",1.09129811784085e-06,209,33.0472,-1.80162399708993e-07,-0.354067966027137
"SMP_210151",1.23573690551576e-06,210,33.2056,-3.61186887651848e-08,-0.0709830169186953
"SMP_210151",1.23407142346752e-06,211,33.364,-3.81795248206427e-08,-0.0750331185583826
"SMP_210151",1.24990720252543e-06,212,33.5224,-2.27393791861681e-08,-0.0446890458284925
"SMP_210151",1.41182344761955e-06,213,33.6808,1.38780950928199e-07,0.272742198693119
"SMP_210151",1.17994690436962e-06,214,33.8392,-9.34917909979199e-08,-0.183736719383936
"SMP_210151",1.43756588305168e-06,215,33.9976,1.63730703171429e-07,0.321775226916048
"SMP_210151",1.46819493997056e-06,216,34.156,1.93962987600962e-07,0.381189863230887
"SMP_210151",1.12140306719005e-06,217,34.3144,-1.53225947785626e-07,-0.301130534243927
"SMP_210151",1.3566463943072e-06,218,34.4728,8.16200244686028e-08,0.160405479153045
"SMP_210151",1.34795199677453e-06,219,34.6312,7.25279776760783e-08,0.142537141919235
"SMP_210151",1.31082707146025e-06,220,34.7896,3.50051065648924e-08,0.0687945259500003
"SMP_210151",1.37516663894621e-06,221,34.948,9.89464295768082e-08,0.19445656320351
"SMP_210151",1.4941726108044e-06,222,35.1064,2.17553856143701e-07,0.427552316524322
"SMP_210151",1.49446651510031e-06,223,35.2648,2.17448912190953e-07,0.427346073201873
"SMP_210151",1.72743683316502e-06,224,35.4232,4.50020076909557e-07,0.88441147298278
"SMP_210151",9.53878787944314e-07,225,35.5816,-3.23937428894814e-07,-0.636624882628725
"SMP_210151",9.90029359751376e-07,226,35.74,-2.8818662704908e-07,-0.566364863258401
"SMP_210151",1.53380458383519e-06,227,35.8984,2.55188515555642e-07,0.501514626815667
"SMP_210151",1.22646994794273e-06,228,36.0568,-5.25465154737785e-08,-0.103268150766564
"SMP_210151",1.23628860666628e-06,229,36.2152,-4.31285676851567e-08,-0.0847593297081562
"SMP_210151",7.75545193183569e-07,230,36.3736,-5.04273010040878e-07,-0.991033197137436
"SMP_210151",1.59608278110017e-06,231,36.532,3.15863228924537e-07,0.620756890387337
"SMP_210151",2.34880151673339e-06,232,36.6904,1.06818029338829e-06,2.0992639110112
"SMP_210151",1.31967258942774e-06,233,36.8488,3.8649370554805e-08,0.0759564928235459
"SMP_210151",1.47643574183986e-06,234,37.0072,1.95010200940589e-07,0.383247921392618
"SMP_210151",1.14617417111592e-06,235,37.1656,-1.35654020448269e-07,-0.266596932440419
"SMP_210151",1.24343331218361e-06,236,37.324,-3.87978608241915e-08,-0.0762483164656678
"SMP_210151",1.65653901355101e-06,237,37.4824,3.73904526180797e-07,0.734823777253269
"SMP_210151",1.27868899989703e-06,238,37.6408,-4.34913689448865e-09,-0.00854723325562095
"SMP_210151",1.38833282300266e-06,239,37.7992,1.04890699590841e-07,0.206138665555523
"SMP_210151",1.73412826573448e-06,240,37.9576,4.50281816363246e-07,0.884925861979298
"SMP_210151",1.14566689324238e-06,241,38.116,-1.38584223567477e-07,-0.272355576087152
"SMP_210151",1.12216678584108e-06,242,38.2744,-1.62489342026701e-07,-0.319335615674584
"SMP_210151",1.79850064249825e-06,243,38.4328,5.13439157813125e-07,1.0090471628887
"SMP_210151",1.09021393483316e-06,244,38.5912,-1.95253254568817e-07,-0.383725587675491
"SMP_210151",1.90415920720687e-06,245,38.7496,6.1828596304841e-07,1.21509956413371
"SMP_210151",1.19305168439327e-06,246,38.908,-9.32279667013825e-08,-0.18321823310592
"SMP_210151",9.73993160174185e-07,247,39.0664,-3.12693252176493e-07,-0.614527026545901
"SMP_210151",9.28727178204676e-07,248,39.2248,-3.58366351861955e-07,-0.704287051578355
"SMP_210151",1.45064293414773e-06,249,39.3832,1.63141927765117e-07,0.320618123597617
"SMP_210151",1.49145060119032e-06,250,39.5416,2.03541757751589e-07,0.40001474383723
"SMP_210151",1.0672288347585e-06,251,39.7,-2.2108820861659e-07,-0.434498277464673
"SMP_210151",1.23557948615808e-06,252,39.8584,-5.31461221737057e-08,-0.104446540513827
"SMP_210151",1.39032016761523e-06,253,40.0168,1.01185627166312e-07,0.198857193619897
"SMP_210151",1.31040404449591e-06,254,40.1752,2.08602026293075e-08,0.0409959543600827
"SMP_210151",1.75948988660381e-06,255,40.3336,4.69536371878867e-07,0.922766284393656
"SMP_210151",4.51207578923132e-07,256,40.492,-8.39155982240892e-07,-1.64916904021848
"SMP_210151",1.02258996719316e-06,257,40.6504,-2.68184016130809e-07,-0.527054309144423
"SMP_210151",1.11104675769816e-06,258,40.8088,-1.8013802564671e-07,-0.354020064385783
"SMP_210151",9.91987581920511e-07,259,40.9672,-2.99608381446316e-07,-0.588811707630051
"SMP_210151",1.29783436865717e-06,260,41.1256,5.82684312721681e-09,0.011451326679403
"SMP_210151",1.85812598477089e-06,261,41.284,5.65706512796541e-07,1.11176668759801
"SMP_210151",1.22014288306379e-06,262,41.4424,-7.26889217763183e-08,-0.14285344071581
"SMP_210151",1.08838814990259e-06,263,41.6008,-2.04856376364757e-07,-0.402598325867763
"SMP_210151",1.87013556787007e-06,264,41.7592,5.76477929473913e-07,1.13293544201263
"SMP_210151",9.15451039658289e-07,265,41.9176,-3.78620103708363e-07,-0.744091165712378
"SMP_210151",8.06160963648277e-07,266,42.076,-4.8832407967065e-07,-0.95968922444604
"SMP_210151",1.42636813016043e-06,267,42.2344,1.31468789767338e-07,0.258371819337213
"SMP_210151",1.45675782750086e-06,268,42.3928,1.61443790771626e-07,0.317280823959667
"SMP_210151",1.82087203531e-06,269,42.5512,5.25142900842522e-07,1.03204819138308
"SMP_210151",1.93445515289526e-06,270,42.7096,6.38310517147345e-07,1.25445324254753
"SMP_210151",7.76569348867543e-07,271,42.868,-5.19991193843103e-07,-1.02192369025633
"SMP_210151",1.01870697641775e-06,272,43.0264,-2.78269881078029e-07,-0.546875768523598
"SMP_210151",1.43599189673069e-06,273,43.1848,1.38598314487275e-07,0.272383268565275
"SMP_210151",1.35269411543656e-06,274,43.3432,5.48833963429008e-08,0.107860755313985
"SMP_210151",1.12584636551022e-06,275,43.5016,-1.72381904676394e-07,-0.338777183625669
"SMP_210151",1.13232048842193e-06,276,43.66,-1.66325749240445e-07,-0.326875196082129
"SMP_210151",9.74450947692723e-07,277,43.8184,-3.24613675968337e-07,-0.637953891490957
"SMP_210151",9.46038591519158e-07,278,43.9768,-3.53444838803603e-07,-0.69461494396233
"SMP_210151",1.51994849659125e-06,279,44.1352,2.20045836803673e-07,0.432449734215695
"SMP_210151",1.15151683613752e-06,280,44.2936,-1.48805478058109e-07,-0.29244311262968
"SMP_210151",1.16713809946548e-06,281,44.452,-1.33604296221521e-07,-0.262568668557093
"SMP_210151",1.42835722155981e-06,282,44.6104,1.27194315158e-07,0.249971317716411
"SMP_210151",1.18735941406716e-06,283,44.7688,-1.14224434412983e-07,-0.224481985300655
"SMP_210151",1.47393988491954e-06,284,44.9272,1.71934660857424e-07,0.337898228252313
"SMP_210151",1.64741748511858e-06,285,45.0856,3.44990449830742e-07,0.677999777243534
"SMP_210151",1.59828076214522e-06,286,45.244,2.9543147784783e-07,0.580602959501716
"SMP_210151",1.26292345386363e-06,287,45.4024,-4.03485193672631e-08,-0.0792957809601173
"SMP_210151",1.15308332739086e-06,288,45.5608,-1.50611776837592e-07,-0.29599297950491
"SMP_210151",1.45079888510261e-06,289,45.7192,1.46680205672458e-07,0.288266376129409
"SMP_210151",1.71598597358427e-06,290,45.8776,4.11443272608161e-07,0.808597592523347
"SMP_210151",2.06151586745513e-06,291,46.036,7.56548696448702e-07,1.48682332487106
"SMP_210151",1.29508083538175e-06,292,46.1944,-1.03112562794591e-08,-0.0202644144613401
"SMP_210151",1.31494734266822e-06,293,46.3528,9.12987758767157e-09,0.0179426850040023
"SMP_210151",1.52914386688155e-06,294,46.5112,2.22900573476994e-07,0.438060065833715
"SMP_210151",1.38301209267555e-06,295,46.6696,7.6342513902212e-08,0.15003373990586
"SMP_210151",1.7936316282353e-06,296,46.828,4.86535304908318e-07,0.956173797016106
"SMP_210151",1.99749201387259e-06,297,46.9864,6.89968484666982e-07,1.35597515565658
"SMP_210151",1.56994181402812e-06,298,47.1448,2.61990615478802e-07,0.514882597537621
"SMP_210151",1.74161484182923e-06,299,47.3032,4.3323550833102e-07,0.851425244630776
"SMP_210151",1.11824785830597e-06,300,47.4616,-1.90560077886408e-07,-0.374502222951049
"SMP_210151",2.10278399885405e-06,301,47.62,7.9354699008211e-07,1.55953500385855
"SMP_210151",1.91279397608064e-06,302,47.7784,6.03127422703649e-07,1.1853089221547
