"whale_index","Elapsed_DIV_Time","Pb_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_210149",9.46483993530273,7.61275630108556e-07,1,-6.11094139621302e-09,-0.0171224736601252
"SMP_210149",12.6191399097443,1.04860096431964e-06,2,2.81152474304765e-07,0.787771559836204
"SMP_210149",15.773430109024,7.02703231437787e-07,3,-6.48069239531545e-08,-0.18158492717166
"SMP_210149",18.929680109024,6.07196543712116e-07,4,-1.60375056798215e-07,-0.449360828017469
"SMP_210149",22.0839800834656,8.18019889808487e-07,5,5.03871459414837e-08,0.141181615606163
"SMP_210149",25.2402300834656,6.40198446558606e-07,6,-1.27495209107715e-07,-0.357233561606701
"SMP_210149",28.3945300579071,7.22750286053027e-07,7,-4.50039691997129e-08,-0.126098292760703
"SMP_210149",31.5488200187683,5.20506198848625e-07,8,-2.47308375916952e-07,-0.692942523584092
"SMP_210149",34.7031199932098,4.67677492298761e-07,9,-3.00197116902552e-07,-0.841133451254306
"SMP_210149",37.8574199676514,6.67991899299662e-07,10,-9.99424536818393e-08,-0.280032472861882
"SMP_210149",41.0136699676514,8.51122079036193e-07,11,8.3128241657943e-08,0.23292010770758
"SMP_210149",44.1679599285126,9.27008715485666e-07,12,1.58955732173149e-07,0.445383969636383
"SMP_210149",47.3242099285126,7.95525529319585e-07,13,2.7413670423805e-08,0.0768113813118608
"SMP_210149",50.4785099029541,8.82820179154452e-07,14,1.14649793354134e-07,0.321241514124401
"SMP_210149",53.6328098773956,6.05951740842975e-07,15,-1.62276854267136e-07,-0.45468954497893
"SMP_210149",56.7890598773956,7.47187006881095e-07,16,-2.10995102425557e-08,-0.05911950139034
"SMP_210149",59.9433500766754,7.2836714894628e-07,17,-3.99769257556136e-08,-0.112012833028879
"SMP_210149",63.0976500511169,6.12068298603169e-07,18,-1.56333000098257e-07,-0.438035239226739
"SMP_210149",66.2539000511169,7.45086139265237e-07,19,-2.33720793525012e-08,-0.0654870971833499
"SMP_210149",69.4082000255585,6.8811811178289e-07,20,-8.03966469450037e-08,-0.225266351029203
"SMP_210149",72.5625,7.55306580352841e-07,21,-1.32643685647516e-08,-0.0371659269239429
"SMP_210149",75.7167899608612,4.32563712253912e-07,22,-3.3606307136973e-07,-0.941627601147493
"SMP_210149",78.8730399608612,7.25007714832421e-07,23,-4.36745771637572e-08,-0.122373419841166
"SMP_210149",82.0273399353027,5.94130300681967e-07,24,-1.74607099196666e-07,-0.489238116195731
"SMP_210149",85.1816399097443,5.95378774764087e-07,25,-1.73413361527187e-07,-0.485893338283868
"SMP_210149",88.3378899097443,5.901103019954e-07,26,-1.7873622734024e-07,-0.500807673698188
"SMP_210149",91.492180109024,7.41759193655075e-07,27,-2.71413125893965e-08,-0.0760482517801854
"SMP_210149",94.6464800834656,4.35095795738137e-07,28,-3.33858299950376e-07,-0.935449970221774
"SMP_210149",97.8027300834656,5.38370542576057e-07,29,-2.30636782301314e-07,-0.646229766244778
"SMP_210149",100.957030057907,4.67458715158722e-07,30,-3.01601407489873e-07,-0.845068185206667
"SMP_210149",104.113280057907,6.46715569239491e-07,31,-1.22396979649376e-07,-0.342948643137711
"SMP_210149",107.26561999321,3.50633806151367e-07,32,-4.1853069510222e-07,-1.17269669895421
"SMP_210149",110.42186999321,7.70854978441762e-07,33,1.63887520974219e-09,0.0045920253184612
"SMP_210149",113.576169967651,5.11553926027413e-07,34,-2.57713327214726e-07,-0.722096543068133
"SMP_210149",116.730459928513,6.01765500759097e-07,35,-1.67552476987933e-07,-0.469471508218436
"SMP_210149",119.886709928513,5.99566549502181e-07,36,-1.69801753138042e-07,-0.475773838602176
"SMP_210149",123.041009902954,5.42144515112553e-07,37,-2.27273645073729e-07,-0.636806467138948
"SMP_210149",126.197259902954,7.42062308722494e-07,38,-2.74052979140319e-08,-0.0767879220657702
"SMP_210149",129.351559877396,7.44315582154496e-07,39,-2.52009933481829e-08,-0.0706115992342288
"SMP_210149",132.505850076675,5.74958792487226e-07,40,-1.94606299447881e-07,-0.545274618155513
"SMP_210149",135.662100076675,5.41553390079219e-07,41,-2.28059790336721e-07,-0.639009196748982
"SMP_210149",138.816400051117,8.11537176060429e-07,42,4.1876400076594e-08,0.117335040675843
"SMP_210149",141.970700025558,4.6041162245722e-07,43,-3.09296280647583e-07,-0.866628736097
"SMP_210149",145.125,4.25443133548956e-07,44,-3.4431142284338e-07,-0.964738963487598
"SMP_210149",148.28125,7.64592937620813e-07,45,-5.20782123513017e-09,-0.0145919877386513
"SMP_210149",151.435539960861,5.34460344375297e-07,46,-2.35386103496249e-07,-0.659537065691987
"SMP_210149",154.589839935303,5.21874046351492e-07,47,-2.48017600685189e-07,-0.694929726803023
"SMP_210149",157.746089935303,6.2437821858018e-07,48,-1.4555815972092e-07,-0.407844813792886
"SMP_210149",160.900389909744,7.33391391508405e-07,49,-3.65891894944843e-08,-0.102520608977347
"SMP_210149",164.054680109024,6.77930015144238e-07,50,-9.20942622666707e-08,-0.258042333851693
"SMP_210149",167.210930109024,6.3319110096374e-07,51,-1.36876387983896e-07,-0.383519035119486
"SMP_210149",170.365230083466,5.30077468683823e-07,52,-2.40032688009004e-07,-0.672556503413725
"SMP_210149",173.519530057907,7.40575901045627e-07,53,-2.95764010703973e-08,-0.08287121663497
"SMP_210149",176.675780057907,6.61800258651506e-07,54,-1.08393686743447e-07,-0.303712296658365
"SMP_210149",179.830070018768,5.31862860057713e-07,55,-2.38372169496115e-07,-0.667903834920338
"SMP_210149",182.986320018768,1.00538511227279e-06,56,2.35109512015412e-07,0.658762073749143
"SMP_210149",186.138669967651,5.9509550127604e-07,57,-1.75220076017061e-07,-0.490955638714929
"SMP_210149",189.294919967651,6.89386550845974e-07,58,-8.09685033423448e-08,-0.22686865670782
"SMP_210149",192.449209928513,6.59631197160799e-07,59,-1.10762754592097e-07,-0.310350275851342
"SMP_210149",195.603509902954,6.45710699718954e-07,60,-1.24721589688691e-07,-0.349462054343536
"SMP_210149",198.759759902954,7.79648283303678e-07,61,9.17819848674161e-09,0.0257167352208651
"SMP_210149",201.914059877396,9.12862038157421e-07,62,1.42354752268206e-07,0.398869067475678
