"whale_index","Elapsed_DIV_Time","Pb_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_188",3.15527296066284,2.57094018806718e-05,1,1.54114790473201e-05,1.14006687642705
"SMP_188",6.30956983566284,2.00787469169131e-05,2,9.73318760233914e-06,0.720014266859538
"SMP_188",9.46484398841858,1.44480919531544e-05,3,4.05499904437125e-06,0.299969268376931
"SMP_188",12.6201169490814,7.04054737911842e-06,4,-3.39996114015839e-06,-0.251512724063157
"SMP_188",15.7744138240814,5.12358136455987e-06,5,-5.36420988465057e-06,-0.396818370833534
"SMP_188",18.9296867847443,3.86512174713246e-06,6,-6.66984831278486e-06,-0.49340320347262
"SMP_188",22.0849609375,3.73163149547854e-06,7,-6.85039852221802e-06,-0.506759437009628
"SMP_188",25.2402338981628,4.82633816144853e-06,8,-5.80263262385898e-06,-0.429250770171016
"SMP_188",28.3935549259186,5.4997474403592e-06,9,-5.17601571065117e-06,-0.382896673671666
"SMP_188",31.5488278865814,7.12334451930179e-06,10,-3.5991202237334e-06,-0.266245552341758
"SMP_188",34.7041008472443,7.57903391504809e-06,11,-3.19001234278895e-06,-0.235981724806585
"SMP_188",37.8583979606628,8.16303509445092e-06,12,-2.65245794865349e-06,-0.196216043839175
"SMP_188",41.013671875,8.83732355939546e-06,13,-2.02450999037951e-06,-0.149763483046664
"SMP_188",44.1689448356628,8.21366444304876e-06,14,-2.69438861719894e-06,-0.199317872428653
"SMP_188",47.3242189884186,7.81110822979815e-06,15,-3.14304307446127e-06,-0.23250716491094
"SMP_188",50.4785158634186,9.16262284757781e-06,16,-1.83749089364725e-06,-0.135928712432559
"SMP_188",53.6337888240814,7.21738940799103e-06,17,-3.82857912480642e-06,-0.283219814955456
"SMP_188",56.7890617847443,8.82842319002821e-06,18,-2.26327794553692e-06,-0.167426384575542
"SMP_188",59.9433588981628,7.25862638072953e-06,19,-3.87867078001391e-06,-0.286925353970375
"SMP_188",63.0986328125,9.10227180020561e-06,20,-2.08051273240566e-06,-0.153906295749913
"SMP_188",66.2529299259186,7.86584215645283e-06,21,-3.36229262952865e-06,-0.248726189356043
"SMP_188",69.4082028865814,7.30738751331508e-06,22,-3.96598817978583e-06,-0.293384673994758
"SMP_188",72.5625,7.34563626970002e-06,23,-3.97284269902168e-06,-0.293891738262284
"SMP_188",75.7177729606628,6.67894626554255e-06,24,-4.68452595296573e-06,-0.34653863229745
"SMP_188",78.873046875,7.70275796291701e-06,25,-3.70558321862754e-06,-0.274121171136772
"SMP_188",82.0273439884186,7.5697473084953e-06,26,-3.88332440151326e-06,-0.287269606440274
