"whale_index","Elapsed_DIV_Time","Pb_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_99",31.5488278865814,7.00771204807177e-06,1,4.8874612084222e-06,4.29352731280431
"SMP_99",34.7041008472443,7.18600735273189e-06,2,5.04526450976909e-06,4.43215404670371
"SMP_99",37.8588869571686,5.8326929459419e-06,3,3.67150842719505e-06,3.22533950431948
"SMP_99",41.013671875,5.23230826523074e-06,4,3.05072928503108e-06,2.67999866406744
"SMP_99",44.1689448356628,4.98577862923822e-06,5,2.78384929474984e-06,2.4455504549361
"SMP_99",47.3237299919128,4.13587152662356e-06,6,1.91364228348499e-06,1.68109271065344
"SMP_99",50.47900390625,4.97387100332518e-06,7,2.73138605798894e-06,2.39946265385793
"SMP_99",53.6337890625,5.22334018161907e-06,8,2.96065006044527e-06,2.60086604396419
"SMP_99",56.7890620231628,5.22580712628697e-06,9,2.94295614573124e-06,2.58532232855543
"SMP_99",59.9438469409943,4.74333042586726e-06,10,2.44036918224291e-06,2.14381072104066
"SMP_99",63.0986330509186,5.23395014933791e-06,11,2.91092615393533e-06,2.5571846843389
"SMP_99",66.2539060115814,5.18337574954716e-06,12,2.84033348077381e-06,2.49517057161703
"SMP_99",69.40771484375,6.1249172317397e-06,13,3.76191356825746e-06,3.30475843488828
"SMP_99",72.5629880428314,5.09291682907348e-06,14,2.70999015884034e-06,2.3806668264418
"SMP_99",75.7177729606628,5.05106095296714e-06,15,2.64826206006195e-06,2.32644004759478
"SMP_99",78.873046875,4.78946587390956e-06,16,2.36683943110399e-06,2.079216449832
"SMP_99",82.02783203125,5.9238499025108e-06,17,3.48144677134454e-06,3.05837451458109
"SMP_99",85.1831049919128,7.61402131759915e-06,18,5.15188628234532e-06,4.52581893184014
"SMP_99",88.3378899097443,6.71293358077909e-06,19,4.23111757290326e-06,3.71694384635557
"SMP_99",91.4926760196686,7.95083170270749e-06,20,5.44938263513254e-06,4.78716294290882
"SMP_99",94.6479489803314,6.6035132024574e-06,21,4.08247602146469e-06,3.58636550850209
"SMP_99",97.8027338981628,6.66078729359344e-06,22,4.12021304224366e-06,3.61951665231867
"SMP_99",100.958008050919,6.429347432306e-06,23,3.86928114618596e-06,3.3990784936442
"SMP_99",104.11279296875,6.94491879589511e-06,24,4.36541159980306e-06,3.83491819906186
"SMP_99",107.26708984375,5.23591130376132e-06,25,2.63701433739548e-06,2.31655917030166
"SMP_99",110.421875,4.60130024622133e-06,26,1.98305869232664e-06,1.74207350100832
"SMP_99",113.576659917831,5.14889699606764e-06,27,2.51135908869101e-06,2.2061737944791
"SMP_99",116.731932878494,3.75113590235518e-06,28,1.09434694476031e-06,0.961359752362963
"SMP_99",119.886718988419,2.86553602062226e-06,29,1.89547308763444e-07,0.166513147120635
"SMP_99",123.041991949081,3.28171907375258e-06,30,5.86576022342679e-07,0.515294150800521
"SMP_99",126.196776866913,3.85421281088549e-06,31,1.13996679739218e-06,1.00143579080671
"SMP_99",129.352051019669,3.43273887850351e-06,32,6.99435407397264e-07,0.614438641482747
"SMP_99",132.5068359375,2.85550619933052e-06,33,1.03196729528206e-07,0.0906560600538181
"SMP_99",135.662108898163,3.47615055038114e-06,34,7.04880697784436e-07,0.619222209475714
"SMP_99",138.816894054413,3.53982838118814e-06,35,7.49649670289801e-07,0.6585507684189
"SMP_99",141.971679925919,2.88356520110443e-06,36,7.45262617082887e-08,0.0654696838543374
"SMP_99",145.125975847244,3.00888241810134e-06,37,1.81034846633201e-07,0.15903513612539
"SMP_99",148.280761957169,2.93085449757148e-06,38,8.4244090630625e-08,0.074006583099146
"SMP_99",151.436034917831,3.0395919129443e-06,39,1.74264554232748e-07,0.153087582968973
"SMP_99",154.590819835663,2.31979015418543e-06,40,-5.64202444981171e-07,-0.495639454550198
"SMP_99",157.746093988419,2.609641695276e-06,41,-2.92970170431159e-07,-0.257367859291755
"SMP_99",160.90087890625,2.37870249466589e-06,42,-5.42476845106682e-07,-0.476553992288639
"SMP_99",164.0556640625,2.34731893967667e-06,43,-5.9237892924137e-07,-0.520391877043392
"SMP_99",167.210937023163,1.68254046887224e-06,44,-1.27562979029707e-06,-1.12061275007754
"SMP_99",170.365721940994,2.577715732717e-06,45,-3.98875020153268e-07,-0.350402943448894
"SMP_99",173.520995855331,2.24019490075899e-06,46,-7.54770109459676e-07,-0.663048961753207
"SMP_99",176.675781011581,1.89938729822009e-06,47,-1.11389999457179e-06,-0.978536677116766
"SMP_99",179.831054925919,2.4984069507125e-06,48,-5.33156282450253e-07,-0.468366082732012
"SMP_99",182.98583984375,1.86906091677052e-06,49,-1.1807262066157e-06,-1.03724203648153
"SMP_99",186.139647960663,3.3517489176367e-06,50,2.83792782304955e-07,0.249305725414935
"SMP_99",189.294921875,1.69175646878735e-06,51,-1.39432781590214e-06,-1.22488635823081
"SMP_99",192.44970703125,2.53673919387119e-06,52,-5.67421080474929e-07,-0.498466955130376
"SMP_99",195.604979991913,1.86191055037441e-06,53,-1.26027910474386e-06,-1.10712751001479
"SMP_99",198.759764909744,1.71922243826577e-06,54,-1.42094436809592e-06,-1.24826841466938
"SMP_99",201.9150390625,1.5470345192371e-06,55,-1.61106273308628e-06,-1.41528322214145
"SMP_99",205.069823980331,1.20430941525832e-06,56,-1.97166597279189e-06,-1.73206524715144
"SMP_99",208.225096940994,1.38082144866318e-06,57,-1.81298525850948e-06,-1.59266772526159
"SMP_99",211.379883050919,2.0980881102116e-06,58,-1.11349754544614e-06,-0.978183134400146
"SMP_99",214.53466796875,2.22923812194109e-06,59,-1.0000768154222e-06,-0.878545514492936
"SMP_99",217.689940929413,2.1975003177207e-06,60,-1.04949692785946e-06,-0.921959997698571
"SMP_99",220.844725847244,1.98353475751102e-06,61,-1.28109230815223e-06,-1.12541145202271
"SMP_99",223.999022960663,2.53314880917211e-06,62,-7.49055568259796e-07,-0.658028862835686
"SMP_99",227.153807878494,2.47048403560875e-06,63,-8.29250537254298e-07,-0.728478381521185
"SMP_99",230.30908203125,1.94015099338811e-06,64,-1.37706659874836e-06,-1.20972275812401
"SMP_99",233.463866949081,2.07668720697314e-06,65,-1.25796076207559e-06,-1.10509089690582
