"whale_index","Sr_DIV_Ca","row_number","millimeters","no_trend","nt_sd"
"SMP_210151",0.000596647087120084,575,92.0548,-3.31393633250289e-05,-0.236374824381467
"SMP_210151",0.00064230836249706,576,92.215,1.22327014206173e-05,0.0872528123624356
"SMP_210151",0.000563168754716963,577,92.3752,-6.71974362349318e-05,-0.479302575403445
"SMP_210151",0.000600005926973554,578,92.5354,-3.06521219295388e-05,-0.218633951019266
"SMP_210151",0.000576125147056732,579,92.6956,-5.482609670493e-05,-0.391060891938178
"SMP_210151",0.000556959536670773,580,92.8558,-7.42862476884521e-05,-0.52986530184948
"SMP_210151",0.000602817076252545,581,93.016,-2.87246032748608e-05,-0.204885440553846
"SMP_210151",0.000567162075267145,582,93.1762,-6.46768628306838e-05,-0.461323953124974
"SMP_210151",0.000596707052743568,583,93.3364,-3.54305161585497e-05,-0.252717046872071
"SMP_210151",0.000548266210830289,584,93.4966,-8.41713699416086e-05,-0.600373416735756
"SMP_210151",0.000604602657268906,585,93.6568,-2.81363252698847e-05,-0.200689400070212
"SMP_210151",0.000541055859907078,586,93.817,-9.19859231273445e-05,-0.656112678192926
"SMP_210151",0.000538530535692146,587,93.9772,-9.48154553982701e-05,-0.676295027113209
"SMP_210151",0.000560395944019467,588,94.1374,-7.3255671518929e-05,-0.522514458723934
"SMP_210151",0.000531405532300578,589,94.2976,-0.000102553132909408,-0.731485953531345
"SMP_210151",0.000537730198158105,590,94.4578,-9.65369507787042e-05,-0.688574024878874
"SMP_210151",0.000588593369308385,591,94.618,-4.59837062421061e-05,-0.327990323193009
"SMP_210151",0.000572984691652905,592,94.7782,-6.19037622297501e-05,-0.441544117250976
"SMP_210151",0.000549029638503613,593,94.9384,-8.61716542613114e-05,-0.614640946565626
"SMP_210151",0.000533111361867386,594,95.0986,-0.000102404239161538,-0.730423931513633
"SMP_210151",0.000549404644190778,595,95.2588,-8.64267433154993e-05,-0.616460433252619
"SMP_210151",0.000565833105171627,596,95.419,-7.03155558569821e-05,-0.501543346019152
"SMP_210151",0.000564862188936318,597,95.5792,-7.16052414912246e-05,-0.510742352418624
"SMP_210151",0.000547933739740607,598,95.7394,-8.88539647940945e-05,-0.633773199497121
"SMP_210151",0.000474042342132958,599,95.8996,-0.000163067150048752,-1.16311736520443
"SMP_210151",0.000478563378115587,600,96.0598,-0.000158869424084605,-1.13317603145445
"SMP_210151",0.000515648166297223,601,96.22,-0.000122109477124551,-0.870976485804385
"SMP_210151",0.000569529909323911,602,96.3802,-6.85527329335128e-05,-0.48896956918271
"SMP_210151",0.000569975054618711,603,96.5404,-6.84313826424555e-05,-0.488104007782028
"SMP_210151",0.000538572611923386,604,96.7006,-0.000100156443555814,-0.714390965329663
"SMP_210151",0.000517247718001567,605,96.8608,-0.000121802805956156,-0.868789076744619
"SMP_210151",0.000496517106458979,606,97.021,-0.000142853763283956,-1.01894031207817
"SMP_210151",0.000526998790698679,607,97.1812,-0.000112691329182354,-0.803799182366147
"SMP_210151",0.000510108656451837,608,97.3414,-0.000129899644966379,-0.926541812677266
"SMP_210151",0.000549145719775199,609,97.5016,-9.1179721625484e-05,-0.650362243685502
"SMP_210151",0.000540722733992542,610,97.6618,-9.99188328820905e-05,-0.71269614757708
"SMP_210151",0.000536548380058937,611,97.822,-0.000104408324827326,-0.744718575398306
"SMP_210151",0.000591370351591041,612,97.9822,-4.99005308907322e-05,-0.355928057825127
"SMP_210151",0.000576497362149881,613,98.1424,-6.50867645574803e-05,-0.464247680045581
"SMP_210151",0.000584141465721414,614,98.3026,-5.77549988878118e-05,-0.411952021689796
"SMP_210151",0.000566111972724928,615,98.4628,-7.60959505086386e-05,-0.542773461312554
"SMP_210151",0.000572476158649626,616,98.623,-7.00423709769553e-05,-0.499594786313684
"SMP_210151",0.000582368727766305,617,98.7832,-6.04595830681636e-05,-0.43124314700157
"SMP_210151",0.000593697734716565,618,98.9434,-4.94395591868612e-05,-0.352640061478346
"SMP_210151",0.000632854967055795,619,99.1036,-1.05905388238595e-05,-0.0755396755828508
"SMP_210151",0.000621422739511482,620,99.2638,-2.23302342978692e-05,-0.159275999324022
"SMP_210151",0.00062166106410458,621,99.424,-2.23986606341347e-05,-0.159764067337255
"SMP_210151",0.000641382480358922,622,99.5842,-2.98330535502102e-06,-0.021279174027969
"SMP_210151",0.000690089232626604,623,99.7444,4.54180488453672e-05,0.323955629873682
"SMP_210151",0.000639905279693737,624,99.9046,-5.07066629305602e-06,-0.0361677996877176
"SMP_210151",0.000587616920343772,625,100.0648,-5.76631790330382e-05,-0.411297093535806
"SMP_210151",0.000584979175636001,626,100.225,-6.06044953614857e-05,-0.43227677029568
"SMP_210151",0.000578702293325227,627,100.3852,-6.71843945697955e-05,-0.479209552454392
"SMP_210151",0.000592663060575144,628,100.5454,-5.35261165404717e-05,-0.381788457218796
"SMP_210151",0.000620091025225092,629,100.7056,-2.64001404803723e-05,-0.188305626408368
"SMP_210151",0.000659801444621519,630,100.8658,1.30087639107519e-05,0.0927882728061213
"SMP_210151",0.000653538432028429,631,101.026,6.44468285070587e-06,0.0459683175590556
"SMP_210151",0.0006077173692436,632,101.1862,-3.96770289089306e-05,-0.283006364616653
"SMP_210151",0.000619302080983658,633,101.3464,-2.83925736977302e-05,-0.202517156280732
"SMP_210151",0.00066557687909424,634,101.5066,1.75823332837459e-05,0.125410403977887
"SMP_210151",0.000693322801667607,635,101.6668,4.50287030815596e-05,0.32117852351708
"SMP_210151",0.000658133684953253,636,101.827,9.54034489900621e-06,0.0680489038948442
"SMP_210151",0.000622103669442264,637,101.9872,-2.67886278190267e-05,-0.191076609832165
"SMP_210151",0.000675226340290825,638,102.1474,2.60353430374476e-05,0.185703617110229
"SMP_210151",0.000694907290638882,639,102.3076,4.54178235621761e-05,0.323954022984793
"SMP_210151",0.00069387084544098,640,102.4678,4.40831116635055e-05,0.314433855456111
"SMP_210151",0.000708274145160336,641,102.628,5.8188320758454e-05,0.415042798663062
"SMP_210151",0.000615042038877983,642,102.7882,-3.53417271181444e-05,-0.252083736762068
"SMP_210151",0.000601297253016334,643,102.9484,-4.93843325900746e-05,-0.352246143919081
"SMP_210151",0.000670023653408754,644,103.1086,1.90443431298289e-05,0.135838556058613
"SMP_210151",0.000659584166384038,645,103.2688,8.30719932416388e-06,0.0592531836563086
"SMP_210151",0.000675210907781882,646,103.429,2.36363247864268e-05,0.16859201746327
"SMP_210151",0.000654483075310434,647,103.5892,2.61089017856823e-06,0.0186228293339677
"SMP_210151",0.000694150823110299,648,103.7494,4.19810225949925e-05,0.299440177710085
"SMP_210151",0.000670802487583251,649,103.9096,1.83350313912768e-05,0.130779212099964
"SMP_210151",0.000684862128017595,650,104.0698,3.20969488095261e-05,0.228939541282694
"SMP_210151",0.000665734181252347,651,104.23,1.26711846425593e-05,0.0903804039689552
"SMP_210151",0.000601849454338047,652,104.3902,-5.15114811052831e-05,-0.367418564456682
"SMP_210151",0.000689951816826616,653,104.5504,3.62927940717213e-05,0.258867460454097
"SMP_210151",0.000662143077693157,654,104.7106,8.18579210247776e-06,0.0583872161836317
"SMP_210151",0.000720589428681225,655,104.8708,6.63336776843415e-05,0.473141600803502
"SMP_210151",0.00068705317265882,656,105.031,3.24987266391138e-05,0.231805322467979
"SMP_210151",0.000654779203063072,657,105.1912,-7.41946422726496e-08,-0.00052921190323526
"SMP_210151",0.000609216595951719,658,105.3514,-4.59360371482788e-05,-0.327650311419961
"SMP_210151",0.000702292464288001,659,105.5116,4.68402850381362e-05,0.334100086391978
"SMP_210151",0.000665356597508891,660,105.6718,9.60453430774754e-06,0.0685067509593628
"SMP_210151",0.000663360851185559,661,105.832,7.30853918552601e-06,0.052129989629554
"SMP_210151",0.000678709023460627,662,105.9922,2.23560707678942e-05,0.15946028442947
"SMP_210151",0.000710021999681427,663,106.1524,5.33679873559874e-05,0.380660561132034
"SMP_210151",0.000624852621950898,664,106.3126,-3.21028959934558e-05,-0.228981961064365
"SMP_210151",0.000751326760399455,665,106.4728,9.40692638037826e-05,0.670972628328055
"SMP_210151",0.000699251962195747,666,106.633,4.16919868701527e-05,0.29737855787663
"SMP_210151",0.000679047190010342,667,106.7932,2.11842088300228e-05,0.151101685109172
"SMP_210151",0.00077186340270574,668,106.9534,0.000113696861499695,0.810971393931901
"SMP_210151",0.000724609345925245,669,107.1136,6.61386634762751e-05,0.471750613030699
"SMP_210151",0.000696748426003013,670,107.2738,3.79729940477195e-05,0.27085190838561
"SMP_210151",0.000710083534789869,671,107.434,5.1002718018656e-05,0.363789684080383
"SMP_210151",0.000690874304359187,672,107.5942,3.1487440416258e-05,0.22459206972735
"SMP_210151",0.00072447673828163,673,107.7544,6.47831377649917e-05,0.462081985760869
"SMP_210151",0.000676850605463598,674,107.9146,1.68495519250578e-05,0.120183657064524
"SMP_210151",0.000710472655696637,675,108.0748,5.0163405641805e-05,0.35780307794877
"SMP_210151",0.000708218860943636,676,108.235,4.76006438319206e-05,0.339523536281009
"SMP_210151",0.000706501926495501,677,108.3952,4.55739447401151e-05,0.325067596461012
"SMP_210151",0.000779494705552788,678,108.5554,0.000118256134520744,0.843491552786121
"SMP_210151",0.000784588263615426,679,108.7156,0.00012303825162754,0.877601202998883
"SMP_210151",0.000692640747100906,680,108.8758,3.07784154317925e-05,0.219534771114177
"SMP_210151",0.000624837371883019,681,109.036,-3.7338185238904e-05,-0.26632397526789
"SMP_210151",0.000600069993823832,682,109.1962,-6.24197215686822e-05,-0.445224326702554
"SMP_210151",0.000725538078857998,683,109.3564,6.27332453309137e-05,0.447460613607346
"SMP_210151",0.000696741933955536,684,109.5166,3.36209953837019e-05,0.239810185893055
"SMP_210151",0.000694709259175338,685,109.6768,3.12712016023774e-05,0.223049692127812
"SMP_210151",0.000701225175854116,686,109.837,3.74689582774535e-05,0.267256746779454
"SMP_210151",0.000675977789057513,687,109.9972,1.19023434283749e-05,0.084896451087977
"SMP_210151",0.000664818713125835,688,110.1574,4.22944349248028e-07,0.00301675669795171
"SMP_210151",0.000779952104400615,689,110.3176,0.000115234890335408,0.82194177053116
"SMP_210151",0.000679387839481851,690,110.4778,1.43480309406541e-05,0.102340930951304
"SMP_210151",0.000767143287716377,691,110.638,0.00010177970846562,0.725969309615181
"SMP_210151",0.000706337778180193,692,110.7982,4.06492249401107e-05,0.289940796756482
"SMP_210151",0.000729218685446046,693,110.9584,6.32039278906718e-05,0.450817875070429
"SMP_210151",0.000728039538039876,694,111.1186,6.16973187970456e-05,0.440071607665574
"SMP_210151",0.000762446352706684,695,111.2788,9.57753873580345e-05,0.683141982686314
"SMP_210151",0.000691454826677993,696,111.439,2.44538037589629e-05,0.174422891360079
"SMP_210151",0.000707734696990295,697,111.5992,4.04022779901236e-05,0.288179385670752
"SMP_210151",0.000630237531725382,698,111.7594,-3.74276489128883e-05,-0.266962097371177
"SMP_210151",0.000679764962235443,699,111.9196,1.17656273559157e-05,0.083921289395801
"SMP_210151",0.000691568947110156,700,112.0798,2.32340383400153e-05,0.165722608440867
"SMP_210151",0.000642747622885228,701,112.24,-2.59243064710798e-05,-0.184911620938857
"SMP_210151",0.000603210590204367,702,112.4002,-6.57998334798614e-05,-0.469333823060659
"SMP_210151",0.00061934411361873,703,112.5604,-5.00063051813712e-05,-0.356682519494431
"SMP_210151",0.000544036427981689,704,112.7206,-0.000125655513768435,-0.896269481953025
"SMP_210151",0.000673352496850811,705,112.8808,3.31747727031623e-06,0.023662739065607
"SMP_210151",0.000658279422342635,706,113.041,-1.21002569947787e-05,-0.0863081192616403
"SMP_210151",0.000702756153603076,707,113.2012,3.20302055359971e-05,0.228463478136752
"SMP_210151",0.000671421161518229,708,113.3614,3.47308702539919e-07,0.00247726646899777
"SMP_210151",0.000636850124193163,709,113.5216,-3.45732964362792e-05,-0.246602712105868
"SMP_210151",0.000619564162265164,710,113.6818,-5.2210516289373e-05,-0.372404608311995
"SMP_210151",0.000661033373621176,711,113.842,-1.1094280015996e-05,-0.079132736036581
"SMP_210151",0.000624824850085327,712,114.0022,-4.76575228382201e-05,-0.339929240065755
"SMP_210151",0.000587708239174895,713,114.1624,-8.51306242849646e-05,-0.607215539039799
"SMP_210151",0.00062646976577663,714,114.3226,-4.6727386515678e-05,-0.333294809351581
"SMP_210151",0.000639967932392326,715,114.4828,-3.35893340747651e-05,-0.239584353662476
"SMP_210151",0.000699591641434878,716,114.643,2.56724084044705e-05,0.183114894771465
"SMP_210151",0.000688884242002293,717,114.8032,1.46011629738366e-05,0.104146458694912
"SMP_210151",0.00068388321862882,718,114.9634,9.23438712138378e-06,0.065866583273765
"SMP_210151",0.000647674612650867,719,115.1236,-2.73419048626776e-05,-0.195022997176562
"SMP_210151",0.000698892079435192,720,115.2838,2.35059153422103e-05,0.167661839379521
"SMP_210151",0.000676948608812673,721,115.444,1.19081052072907e-06,0.00849375484218637
"SMP_210151",0.000672566472503635,722,115.6042,-3.56497465299748e-06,-0.0254280762506449
"SMP_210151",0.000671423001566921,723,115.7644,-5.08413616632304e-06,-0.0362638769387108
"SMP_210151",0.000658998887783754,724,115.9246,-1.78860092842234e-05,-0.127576449250927
"SMP_210151",0.000600376331137605,725,116.0848,-7.68884210694272e-05,-0.548425956437359
"SMP_210151",0.000658959109435136,726,116.245,-1.868762076147e-05,-0.133294144256046
"SMP_210151",0.000705248981597515,727,116.4052,2.72181235146165e-05,0.19414009565179
"SMP_210151",0.000668042886427486,728,116.5654,-1.03742764846207e-05,-0.0739971301827921
"SMP_210151",0.000619026320672368,729,116.7256,-5.97793510580628e-05,-0.426391221502905
"SMP_210151",0.000637205075464644,730,116.8858,-4.19913361194243e-05,-0.299513741511007
"SMP_210151",0.000679602167444892,731,117.046,1.27579256735833e-08,9.09991061381513e-05
"SMP_210151",0.000747669197665737,732,117.2062,6.76845050836581e-05,0.482776716184309
"SMP_210151",0.000705289692662808,733,117.3664,2.49074048439585e-05,0.177658314918265
"SMP_210151",0.000639179530111643,734,117.5266,-4.16026921640847e-05,-0.296741640979404
"SMP_210151",0.000607183363131328,735,117.6868,-7.4001159867585e-05,-0.527831841431733
"SMP_210151",0.000663752820840579,736,117.847,-1.78363961940246e-05,-0.127222571435963
"SMP_210151",0.000689308782806806,737,118.0072,7.3124513778073e-06,0.0521578943226637
"SMP_210151",0.000687182633900799,738,118.1674,4.77674067250321e-06,0.034071301446096
"SMP_210151",0.000702156887538938,739,118.3276,1.93389580602439e-05,0.137939970975792
"SMP_210151",0.000689716506727296,740,118.4878,6.48403950090414e-06,0.0462490387421277
"SMP_210151",0.000690192700386297,741,118.648,6.54316686870865e-06,0.0466707795294764
"SMP_210151",0.00072428981517832,742,118.8082,4.0220659779839e-05,0.286883948213507
"SMP_210151",0.000661486043369502,743,118.9684,-2.30053165457678e-05,-0.16409119285158
"SMP_210151",0.000619929928500087,744,119.1286,-6.49862456140657e-05,-0.463530703459049
"SMP_210151",0.000598624093850517,745,119.2888,-8.67195311908112e-05,-0.618548816240822
"SMP_210151",0.000624081005788502,746,119.449,-6.16927339544932e-05,-0.440038905125621
"SMP_210151",0.000603413820017236,747,119.6092,-8.27927252481152e-05,-0.590539887524203
"SMP_210151",0.000773581046801701,748,119.7694,8.69389781471046e-05,0.62011407672112
"SMP_210151",0.000641342963650821,749,119.9296,-4.57373733061085e-05,-0.32623329171613
"SMP_210151",0.000683673198906607,750,120.0898,-3.84817831193952e-06,-0.0274480974106789
"SMP_210151",0.000682348860098454,751,120.25,-5.6163563871951e-06,-0.0400600712109732
"SMP_210151",0.000701589867760187,752,120.4102,1.31779859557525e-05,0.0939952915039815
"SMP_210151",0.000650640584262118,753,120.5704,-3.82208159589824e-05,-0.272619560352189
"SMP_210151",0.000722207548077889,754,120.7306,3.2893749296042e-05,0.234622920689233
"SMP_210151",0.000710209080994733,755,120.8908,2.0439976461861e-05,0.145793260997404
"SMP_210151",0.000672772361204183,756,121.051,-1.74549833161917e-05,-0.124502048379128
"SMP_210151",0.000633833425640432,757,121.2112,-5.68551201501203e-05,-0.405533410791927
"SMP_210151",0.000650259689315989,758,121.3714,-4.08930460736165e-05,-0.291679912171816
"SMP_210151",0.000668335928569261,759,121.5316,-2.32840117944702e-05,-0.166079056644311
"SMP_210151",0.000671705441013906,760,121.6918,-2.03847467452221e-05,-0.145399321185008
"SMP_210151",0.000722768223227356,761,121.852,3.02047186053609e-05,0.215442734545281
"SMP_210151",0.00068362473601844,762,122.0122,-9.41518198009162e-06,-0.0671561479692901
"SMP_210151",0.000710695480069737,763,122.1724,1.71760251348013e-05,0.122512309153024
"SMP_210151",0.000709558689811324,764,122.3326,1.55565473339194e-05,0.110960977372186
"SMP_210151",0.000739970415709442,765,122.4928,4.54824080373033e-05,0.324414687959441
"SMP_210151",0.000716861146679509,766,122.653,2.18840691141724e-05,0.156093614197697
"SMP_210151",0.00071659029878405,767,122.8132,2.11209195808542e-05,0.150650258658677
"SMP_210151",0.000665040267706828,768,122.9734,-3.09246719250873e-05,-0.220577982251885
"SMP_210151",0.000666150090845598,769,123.1336,-3.03136950520959e-05,-0.216220036396437
"SMP_210151",0.00070420549363969,770,123.2938,7.23954859296069e-06,0.0516378969166779
"SMP_210151",0.000761867711387548,771,123.454,6.43962672623255e-05,0.459322534825461
"SMP_210151",0.000729847269789578,772,123.6142,3.1866959610209e-05,0.227299085608727
"SMP_210151",0.000743962619451988,773,123.7744,4.54700491966187e-05,0.324326535427127
"SMP_210151",0.00069777911833496,774,123.9346,-1.22913306446098e-06,-0.00876710000140488
"SMP_210151",0.000793465244450364,775,124.0948,9.39378637926394e-05,0.670035384777143
"SMP_210151",0.00078997597815223,776,124.255,8.99259930757543e-05,0.641419710213816
"SMP_210151",0.000759374003673697,777,124.4152,5.87979119718209e-05,0.419390860953542
"SMP_210151",0.000768540450580962,778,124.5754,6.74347230008405e-05,0.480995082802263
"SMP_210151",0.000720975121515756,779,124.7356,1.93362017583437e-05,0.137920310960866
"SMP_210151",0.000745158123466525,780,124.8958,4.29824281865784e-05,0.306582954368892
"SMP_210151",0.000779945584258113,781,125.056,7.72295030641902e-05,0.550858809350707
"SMP_210151",0.000747850378693459,782,125.2162,4.45902741479185e-05,0.318051319135489
"SMP_210151",0.000764997055601552,783,125.3764,6.1189263220556e-05,0.436447773782862
"SMP_210151",0.000748043672941214,784,125.5366,4.36845011947236e-05,0.311590666266542
"SMP_210151",0.000783863127969533,785,125.6968,7.89488582813113e-05,0.563122541864524
"SMP_210151",0.000791847990454227,786,125.857,8.63748772018397e-05,0.616090485182482
"SMP_210151",0.000794749277079951,787,126.0172,8.87135475947645e-05,0.632771638588837
"SMP_210151",0.000836709249724708,788,126.1774,0.00013010710429189,0.928021568373018
"SMP_210151",0.000833726566621364,789,126.3376,0.000126554178479884,0.90267943350409
"SMP_210151",0.00075255483823912,790,126.4978,4.48083535817466e-05,0.319606825418659
"SMP_210151",0.00078528285757759,791,126.658,7.69583955508975e-05,0.548925066984732
"SMP_210151",0.000739687409330811,792,126.8182,3.07810620351712e-05,0.219553648676872
"SMP_210151",0.000848655714911063,793,126.9784,0.000139163547400651,0.992618921326312
"SMP_210151",0.000740431109437924,794,127.1386,3.03491597207164e-05,0.216472997044314
"SMP_210151",0.000779861243819713,795,127.2988,6.91855228574879e-05,0.49348310209772
"SMP_210151",0.000743155261372789,796,127.459,3.18817530811241e-05,0.227404603752068
"SMP_210151",0.000799598117489049,797,127.6192,8.77227787373259e-05,0.625704731105349
"SMP_210151",0.000795148940576186,798,127.7794,8.26677011875857e-05,0.589648122040923
"SMP_210151",0.000783677776273584,799,127.9396,7.05865390250895e-05,0.503476201461892
"SMP_210151",0.000757518559677871,800,128.0998,4.38132003002681e-05,0.312508644930549
"SMP_210151",0.00076157178563286,801,128.26,4.72481528107334e-05,0.337009305623891
"SMP_210151",0.000702539548025672,802,128.4202,-1.24107345245763e-05,-0.0885226781492238
"SMP_210151",0.000781822070805032,803,128.5804,6.62326383429866e-05,0.47242091234808
"SMP_210151",0.000832425123853466,804,128.7406,0.000116184165851913,0.828712716348759
"SMP_210151",0.000745923941639685,805,128.9008,2.901920702688e-05,0.206986775738312
"SMP_210151",0.000733893026808857,806,129.061,1.63123890690187e-05,0.116352208206707
"SMP_210151",0.000796891429250123,807,129.2212,7.8622886423436e-05,0.560797465794026
"SMP_210151",0.000748073056553215,808,129.3814,2.91047312358282e-05,0.207596798618722
"SMP_210151",0.000761304691237347,809,129.5416,4.16248305813742e-05,0.296899548795784
"SMP_210151",0.00074418588060693,810,129.7018,2.3782856320449e-05,0.169637190397981
"SMP_210151",0.000724754274401999,811,129.862,3.61658274905389e-06,0.0257961839454835
"SMP_210151",0.000784814765321177,812,130.0222,6.29310271217758e-05,0.448871341858892
"SMP_210151",0.000739304207115771,813,130.1824,1.66631677458857e-05,0.118854225138293
"SMP_210151",0.000746298400770803,814,130.3426,2.28889301623714e-05,0.163261037767854
"SMP_210151",0.000797594467399004,815,130.5028,7.34055600399285e-05,0.523583576210609
"SMP_210151",0.000719107358475859,816,130.663,-5.87186658999308e-06,-0.0418825618461035
"SMP_210151",0.000676064664659969,817,130.8232,-4.97156345128285e-05,-0.354609238014768
"SMP_210151",0.000686217834126595,818,130.9834,-4.03741709973505e-05,-0.287978905492075
"SMP_210151",0.000692882113583262,819,131.1436,-3.45321047800703e-05,-0.246308902281979
"SMP_210151",0.000807294734184075,820,131.3038,7.90479198490816e-05,0.563829123353583
"SMP_210151",0.000846150657725297,821,131.464,0.000117060989242334,0.834966879197076
"SMP_210151",0.000775744236787235,822,131.6242,4.58015805359574e-05,0.32669126589417
"SMP_210151",0.000723813789541918,823,131.7844,-6.99186354205354e-06,-0.0498712211409283
"SMP_210151",0.000725413633498413,824,131.9446,-6.26490092666646e-06,-0.0446859778742228
"SMP_210151",0.000706907238097644,825,132.1048,-2.56539376209941e-05,-0.182983147273554
"SMP_210151",0.000715761494464151,826,132.265,-1.76919579445314e-05,-0.126192329378412
"SMP_210151",0.000671415511605919,827,132.4252,-6.29397283333276e-05,-0.448933405433629
"SMP_210151",0.000739146323036498,828,132.5854,3.87990928213118e-06,0.0276744265176368
"SMP_210151",0.000833920131537125,829,132.7456,9.77332822390474e-05,0.697107159208195
"SMP_210151",0.000774598590515363,830,132.9058,3.7482168500948e-05,0.267350972013293
"SMP_210151",0.000712331195141174,831,133.066,-2.57238122062397e-05,-0.183481545286038
"SMP_210151",0.000709812569728852,832,133.2262,-2.91899110122575e-05,-0.208204364747765
"SMP_210151",0.000731818958641042,833,133.3864,-8.13975899849415e-06,-0.0580588735186524
"SMP_210151",0.000732615217251685,834,133.5466,-8.30837623504545e-06,-0.0592615782684868
"SMP_210151",0.000609877500860852,835,133.7068,-0.000132019482865875,-0.941662088413888
"SMP_210151",0.000658550781369324,836,133.867,-8.43279824342381e-05,-0.601490494637288
"SMP_210151",0.00073581044051874,837,134.0272,-8.05836864252885e-06,-0.0574783363819261
"SMP_210151",0.000708480190787234,838,134.1874,-3.63868044566501e-05,-0.259538013114075
"SMP_210151",0.000684882688341005,839,134.3476,-6.0990509154438e-05,-0.435030110534085
"SMP_210151",0.000676388128500992,840,134.5078,-7.04991628589882e-05,-0.502852969032387
"SMP_210151",0.000742266646166486,841,134.668,-5.64250611504423e-06,-0.0402465907064546
"SMP_210151",0.000784225818680171,842,134.8282,3.52871629760403e-05,0.25169454432705
"SMP_210151",0.000683662890202238,843,134.9884,-6.63127868695766e-05,-0.472992591825182
"SMP_210151",0.000780171058392857,844,135.1486,2.91509665642395e-05,0.207926583700175
"SMP_210151",0.000674699910026828,845,135.3088,-7.73718653917473e-05,-0.551874244374151
"SMP_210151",0.000733510797017158,846,135.469,-1.96198062685656e-05,-0.139943191293237
"SMP_210151",0.000684118447895145,847,135.6292,-7.0078002978952e-05,-0.499848940508855
"SMP_210151",0.000636200272591253,848,135.7894,-0.000119068921036478,-0.849288956557333
"SMP_210151",0.000690984746168914,849,135.9496,-6.53639608217458e-05,-0.466224851955684
"SMP_210151",0.000703063230780184,850,136.1098,-5.43716356267361e-05,-0.387819334262713
"SMP_210151",0.000664974003633206,851,136.27,-9.35535436873404e-05,-0.667294125190912
"SMP_210151",0.000647960820599307,852,136.4302,-0.000111665804576267,-0.796484370784371
"SMP_210151",0.000640032997188264,853,136.5904,-0.000120698978227774,-0.860915748494925
"SMP_210151",0.000681086442282231,854,136.7506,-8.07570312037425e-05,-0.576019788947971
"SMP_210151",0.000661311895318854,855,136.9108,-0.000101649099510563,-0.725037708470298
"SMP_210151",0.000678277830971317,856,137.071,-8.5806583919085e-05,-0.61203699074474
"SMP_210151",0.000834192418778888,857,137.2312,6.89788096659231e-05,0.492008668389557
"SMP_210151",0.000759445303076439,858,137.3914,-6.90314986470143e-06,-0.0492384485768127
"SMP_210151",0.000722629366556137,859,137.5516,-4.48594552628266e-05,-0.319971320981607
"SMP_210151",0.000675461324000852,860,137.7118,-9.31732671896185e-05,-0.664581707650364
"SMP_210151",0.000733225277242795,861,137.872,-3.65603592569e-05,-0.260775936275943
"SMP_210151",0.000696244888632965,862,138.0322,-7.46969445577084e-05,-0.532794700323202
"SMP_210151",0.000772679801630358,863,138.1924,5.76744922917258e-07,0.00411377788192165
"SMP_210151",0.000726442386950337,864,138.3526,-4.68267955436956e-05,-0.334003869188041
"SMP_210151",0.00067409256207345,865,138.5128,-0.000100347523921033,-0.715753893981263
"SMP_210151",0.000707427456486006,866,138.673,-6.81881861668228e-05,-0.486369347895716
"SMP_210151",0.000765417489479505,867,138.8332,-1.13782384335993e-05,-0.0811581407021537
"SMP_210151",0.000701939106977929,868,138.9934,-7.60411102414159e-05,-0.542382299345842
"SMP_210151",0.000774296386828577,869,139.1536,-4.87259918700909e-06,-0.0347550363540229
"SMP_210151",0.000777767529405628,870,139.3138,-2.59438034023454e-06,-0.0185050687693359
"SMP_210151",0.000742904013211403,871,139.474,-3.86548506428064e-05,-0.275715421644336
"SMP_210151",0.000767064084419967,872,139.6342,-1.56956393646953e-05,-0.111953086183241
"SMP_210151",0.000767105344202568,873,139.7944,-1.68590207786888e-05,-0.120251196039011
"SMP_210151",0.000746102222405776,874,139.9546,-3.90704404822511e-05,-0.278679720455692
"SMP_210151",0.000779259998484615,875,140.1148,-7.12449446439506e-06,-0.0508172444748271
"SMP_210151",0.000765566164368906,876,140.275,-2.2033566239333e-05,-0.15715993995534
"SMP_210151",0.000782863598307287,877,140.4352,-5.95465300246337e-06,-0.0424730567061558
"SMP_210151",0.000815528264903158,878,140.5954,2.54883344055779e-05,0.181801940785757
"SMP_210151",0.00073577266674616,879,140.7556,-5.54919768696011e-05,-0.395810449298092
"SMP_210151",0.000752155558142639,880,140.9158,-4.03367079656913e-05,-0.287711691018387
"SMP_210151",0.000740333636428342,881,141.076,-5.33890369909806e-05,-0.380810702935485
"SMP_210151",0.00077942625262345,882,141.2362,-1.5529488369324e-05,-0.110767972517462
"SMP_210151",0.000787288704653306,883,141.3964,-8.90263961941253e-06,-0.0635003109725039
"SMP_210151",0.000721658172624541,884,141.5566,-7.57711860786504e-05,-0.540456997524433
"SMP_210151",0.000882482308175211,885,141.7168,8.38126484469826e-05,0.597814745663459
"SMP_210151",0.000720271089258304,886,141.877,-7.96410335335607e-05,-0.568059655534662
"SMP_210151",0.000821375098786652,887,142.0372,2.02184754485155e-05,0.144213349439769
"SMP_210151",0.000694974951072514,888,142.1974,-0.000107428085738563,-0.766257777828559
"SMP_210151",0.000728618980634618,889,142.3576,-7.5032258020104e-05,-0.535186407731976
"SMP_210151",0.000756949553937925,890,142.5178,-4.79515503751827e-05,-0.342026465251742
"SMP_210151",0.000805272162996438,891,142.678,-8.80346233830863e-07,-0.0062792904129058
"SMP_210151",0.000809764697411647,892,142.8382,2.35936856140563e-06,0.0168287882867141
