"whale_index","Sr_DIV_Ca","row_number","millimeters","no_trend","nt_sd"
"SMP_210151",0.00059111081099512,97,15.4792,2.95804126323467e-05,0.210989715539327
"SMP_210151",0.000600549189276958,98,15.6394,3.899987559413e-05,0.278176398684735
"SMP_210151",0.000585360874805695,99,15.7996,2.37920947475522e-05,0.169703085797438
"SMP_210151",0.000564431099421762,100,15.9598,2.84230267095847e-06,0.0202734370029179
"SMP_210151",0.000622477285485613,101,16.12,6.08679224627171e-05,0.434155730195428
"SMP_210151",0.000669786401685281,102,16.2802,0.000108155923548777,0.771449263641976
"SMP_210151",0.000684245317168501,103,16.4404,0.000122593175814785,0.874426588084153
"SMP_210151",0.000735075619607543,104,16.6006,0.000173401267670928,1.23682805222401
"SMP_210151",0.000676537570780125,105,16.7608,0.000114840461632838,0.819128408838403
"SMP_210151",0.000690277128528055,106,16.921,0.000128556716280237,0.916963036850153
"SMP_210151",0.000619446892079883,107,17.0812,5.77026315795889e-05,0.411578498723675
"SMP_210151",0.000607534706007739,108,17.2414,4.57660528409392e-05,0.326437855694698
"SMP_210151",0.000563180802187789,109,17.4016,1.38721267836758e-06,0.00989464251358233
"SMP_210151",0.000572966268875581,110,17.5618,1.11472000853372e-05,0.0795102017100791
"SMP_210151",0.000551429567453317,111,17.722,-1.0415522818035e-05,-0.0742913300055694
"SMP_210151",0.000594184622534303,112,17.8822,3.23129693194696e-05,0.230480361774623
"SMP_210151",0.000547336333405098,113,18.0424,-1.45624234776747e-05,-0.103870139517863
"SMP_210151",0.000558973209499633,114,18.2026,-2.95319103762169e-06,-0.0210643761027095
"SMP_210151",0.000558292586409635,115,18.3628,-3.66199703072964e-06,-0.0261201127050746
"SMP_210151",0.000508942820214805,116,18.523,-5.30404846393849e-05,-0.378324565827535
"SMP_210151",0.000517062774612752,117,18.6832,-4.49497894280621e-05,-0.32061565208217
"SMP_210151",0.000440142255913084,118,18.8434,-0.00012190010434924,-0.8694830819478
"SMP_210151",0.000456252307928786,119,19.0036,-0.000105820384852019,-0.754790447844353
"SMP_210151",0.00048525747604339,120,19.1638,-7.68460848149526e-05,-0.548123982479132
"SMP_210151",0.000439137724649907,121,19.324,-0.000122997239107114,-0.877308670905919
"SMP_210151",0.000440356598198373,122,19.4842,-0.000121810302540555,-0.868842548013915
"SMP_210151",0.000441756420478453,123,19.6444,-0.000120442950587694,-0.859089567108544
"SMP_210151",0.000435434209181027,124,19.8046,-0.000126798164819738,-0.904419727295163
"SMP_210151",0.000463977275313466,125,19.9648,-9.82886334914009e-05,-0.701068341366633
"SMP_210151",0.000425994013550011,126,20.125,-0.000136305961190528,-0.972236470645288
"SMP_210151",0.000433853514759424,127,20.2852,-0.00012848105631044,-0.916423373130667
"SMP_210151",0.000408397709316585,128,20.4454,-0.000153971987738347,-1.09824383782984
"SMP_210151",0.000384702854118162,129,20.6056,-0.000177702497839663,-1.26750765568492
"SMP_210151",0.000394281222134586,130,20.7658,-0.000168160312906044,-1.1994456272815
"SMP_210151",0.000420966965257203,131,20.926,-0.000141511280308229,-1.00936471539243
"SMP_210151",0.000404814409989332,132,21.0862,-0.000157701072804986,-1.12484247278504
"SMP_210151",0.00043885151000722,133,21.2464,-0.000123701735982151,-0.882333671642379
"SMP_210151",0.000414377614000718,134,21.4066,-0.00014821392041196,-1.05717297778639
"SMP_210151",0.000442158290565641,135,21.5668,-0.000120472056760683,-0.85929717419083
"SMP_210151",0.000446108817726949,136,21.727,-0.000116560866265446,-0.831399626571505
"SMP_210151",0.000470414402534991,137,21.8872,-9.22951411379854e-05,-0.658318253244081
"SMP_210151",0.000439561844056928,138,22.0474,-0.000123188081573226,-0.878669902682436
"SMP_210151",0.000440153676583824,139,22.2076,-0.000122637152542189,-0.87474026312718
"SMP_210151",0.000417138682583828,140,22.3678,-0.00014569357083881,-1.03919595203939
"SMP_210151",0.000439387565786121,141,22.528,-0.000123486631995996,-0.88079938848635
"SMP_210151",0.000445736555939592,142,22.6882,-0.000117180105526941,-0.83581650598619
"SMP_210151",0.000466806310153332,143,22.8484,-9.6153333584641e-05,-0.685837778983411
"SMP_210151",0.000485616638907754,144,23.0086,-7.73865049507687e-05,-0.551978664702289
"SMP_210151",0.000486841072148017,145,23.1688,-7.62060889422487e-05,-0.543559051326668
"SMP_210151",0.00049981414757333,146,23.329,-6.32775471219599e-05,-0.451342982710432
"SMP_210151",0.000533210883994876,147,23.4892,-2.99258599408034e-05,-0.213453705147958
"SMP_210151",0.000561041857115348,148,23.6494,-2.14045095817204e-06,-0.0152673035499428
"SMP_210151",0.000563475532108341,149,23.8096,2.47145737443583e-07,0.00176282898714392
"SMP_210151",0.000530461815402677,150,23.9698,-3.28131626872198e-05,-0.234048116480685
"SMP_210151",0.000515469617106309,151,24.13,-4.78524653862956e-05,-0.341319716705691
"SMP_210151",0.000554939788748979,152,24.2902,-8.42991009212645e-06,-0.0601284489998936
"SMP_210151",0.000501990531464494,153,24.4504,-6.14272949329916e-05,-0.438145594699707
"SMP_210151",0.000562792961585385,154,24.6106,-6.7350283844414e-07,-0.00480392799331229
"SMP_210151",0.00057638093130976,155,24.7708,1.28653191275361e-05,0.0917651168960776
"SMP_210151",0.000566882810427678,156,24.931,3.31754149292458e-06,0.0236631971494761
"SMP_210151",0.000556274635668757,157,25.0912,-7.34079827474632e-06,-0.0523600856780016
"SMP_210151",0.0005164566760112,158,25.2514,-4.72094304593609e-05,-0.336733108736354
"SMP_210151",0.000579272530753649,159,25.4116,1.55552449756395e-05,0.110951687974961
"SMP_210151",0.000565383204820005,160,25.5718,1.61423369206823e-06,0.0115139268588511
"SMP_210151",0.00058091208165983,161,25.732,1.70909198774038e-05,0.121905274549674
"SMP_210151",0.000525660088117575,162,25.8922,-3.82137688859891e-05,-0.272569295335784
"SMP_210151",0.000518969844571842,163,26.0524,-4.49572114815955e-05,-0.320668591741369
"SMP_210151",0.000528089784904273,164,26.2126,-3.58909732898564e-05,-0.256001372900918
"SMP_210151",0.000565980674740334,165,26.3728,1.94571205260736e-06,0.0138782794413135
"SMP_210151",0.00053955347515101,166,26.533,-2.45361936453057e-05,-0.175010557898029
"SMP_210151",0.000581456303807307,167,26.6932,1.73114280253269e-05,0.123478104245549
"SMP_210151",0.000602552451686179,168,26.8534,3.83518687793728e-05,0.273554327477938
"SMP_210151",0.000654062653285736,169,27.0136,8.98058638528561e-05,0.640562858388175
"SMP_210151",0.00058810888326955,170,27.1738,2.37953886472631e-05,0.169726580363645
"SMP_210151",0.000622237816356473,171,27.334,5.78671186193614e-05,0.412751743808618
"SMP_210151",0.0005696553637937,172,27.4942,5.226965754259e-06,0.0372826448140532
"SMP_210151",0.000568015843503268,173,27.6544,3.52924871190789e-06,0.025173252011323
"SMP_210151",0.000620627627900279,174,27.8146,5.6082340645326e-05,0.400021367064962
"SMP_210151",0.000548509611903079,175,27.9748,-1.60948627892287e-05,-0.114800647433513
"SMP_210151",0.000575527086894106,176,28.135,1.08629305285982e-05,0.0774825777665492
"SMP_210151",0.000585592423145271,177,28.2952,2.08680916086321e-05,0.148846899706166
"SMP_210151",0.000710006246471285,178,28.4554,0.000145221247003497,1.03582698376657
"SMP_210151",0.000641901395501307,179,28.6156,7.70552360802673e-05,0.549615806360087
"SMP_210151",0.000638175393900946,180,28.7758,7.3267583242467e-05,0.522599422081008
"SMP_210151",0.000711719088322419,181,28.936,0.000146749135880227,1.04672503456402
"SMP_210151",0.000666797611417023,182,29.0962,0.000101765027382758,0.72586459310783
"SMP_210151",0.000612097152925366,183,29.2564,4.70014482285828e-05,0.33524962328757
"SMP_210151",0.000652431598365926,184,29.4166,8.72722846740957e-05,0.622491469159532
"SMP_210151",0.000606935464702553,185,29.5768,4.17120544210591e-05,0.297521694718902
"SMP_210151",0.000609387809733799,186,29.737,4.409981600594e-05,0.314553003370048
"SMP_210151",0.000619901588681306,187,29.8972,5.45485253882945e-05,0.389081044872936
"SMP_210151",0.000603659316088799,188,30.0574,3.82406978497637e-05,0.272761372927032
"SMP_210151",0.000640755297281949,189,30.2176,7.52706394539312e-05,0.5368867231244
"SMP_210151",0.000663414199759298,190,30.3778,9.78630184372542e-05,0.698032535195848
"SMP_210151",0.000654341450417085,191,30.538,8.87232624338862e-05,0.63284093211656
"SMP_210151",0.000653190234329359,192,30.6982,8.75045572557916e-05,0.624148211631272
"SMP_210151",0.000638344949544934,193,30.8584,7.25913016896967e-05,0.517775674210517
"SMP_210151",0.000641769228145475,194,31.0186,7.59471285551826e-05,0.541711951386511
"SMP_210151",0.000607958193691003,195,31.1788,4.20671621501845e-05,0.300054589701985
"SMP_210151",0.000613105874590626,196,31.339,4.71454316217246e-05,0.336276620968061
"SMP_210151",0.000633935536817364,197,31.4992,6.79052036807374e-05,0.484350904306579
"SMP_210151",0.000599389833288073,198,31.6594,3.32891319819936e-05,0.237443086907837
"SMP_210151",0.00061744874500926,199,31.8196,5.12771982699141e-05,0.365747483346198
"SMP_210151",0.000593152192114392,200,31.9798,2.69093234158819e-05,0.191937501462172
"SMP_210151",0.000632264895168411,201,32.14,6.59502287227509e-05,0.470406554868362
"SMP_210151",0.000585514126854573,202,32.3002,1.91272152575411e-05,0.136429662304137
"SMP_210151",0.000592596211979113,203,32.4604,2.61366344374539e-05,0.186426103437229
"SMP_210151",0.00054637413634482,204,32.6206,-2.01585298559974e-05,-0.143785772459338
"SMP_210151",0.000520076397827581,205,32.7808,-4.65297816682008e-05,-0.331885343193127
"SMP_210151",0.000538589033771152,206,32.941,-2.80910855766758e-05,-0.200366716606669
"SMP_210151",0.000525536521326052,207,33.1012,-4.12179663521784e-05,-0.293997487588995
"SMP_210151",0.000554300103179214,208,33.2614,-1.25291832290523e-05,-0.0893675432555365
"SMP_210151",0.000547633814765222,209,33.4216,-1.92707026939895e-05,-0.137453122449064
"SMP_210151",0.000564207003946967,210,33.5818,-2.77317880537282e-06,-0.0197803936867829
"SMP_210151",0.000570961571879179,211,33.742,3.90528767025091e-06,0.0278554442389506
"SMP_210151",0.000598364724443239,212,33.9022,3.1231900692988e-05,0.222769368530046
"SMP_210151",0.000616472005588438,213,34.0624,4.92622022908531e-05,0.351375018914445
"SMP_210151",0.000593106446884251,214,34.2226,2.58192221120462e-05,0.184162080379849
"SMP_210151",0.000583583636186098,215,34.3828,1.62185460907114e-05,0.115682849616463
"SMP_210151",0.000564957803184495,216,34.543,-2.48559800391146e-06,-0.0177291514593992
"SMP_210151",0.000569093828240583,217,34.7032,1.57166826804487e-06,0.0112103182913127
"SMP_210151",0.000543298404807796,218,34.8634,-2.43029635612634e-05,-0.173346985800543
"SMP_210151",0.000580661458510824,219,35.0236,1.29804302115806e-05,0.0925861755871728
"SMP_210151",0.000574715532500943,220,35.1838,6.95439081657505e-06,0.0496039375236422
"SMP_210151",0.000557403838553264,221,35.344,-1.04378718924428e-05,-0.0744507403867046
"SMP_210151",0.000627345989074409,222,35.5042,5.94232525698718e-05,0.423851259682182
"SMP_210151",0.000579341729494222,223,35.6644,1.13375077120883e-05,0.0808676186106563
"SMP_210151",0.000610651322359569,224,35.8246,4.25651541597975e-05,0.303606642668758
"SMP_210151",0.000569016825861225,225,35.9848,8.48248182497356e-07,0.00605034300759416
"SMP_210151",0.000531637694958564,226,36.145,-3.66137571817115e-05,-0.261156810373489
"SMP_210151",0.000583354337990543,227,36.3052,1.50195444848507e-05,0.107130669804234
"SMP_210151",0.000537717215585337,228,36.4654,-3.07013881109166e-05,-0.218985354420017
"SMP_210151",0.000586543050914857,229,36.6256,1.8040166281623e-05,0.128676012716589
"SMP_210151",0.000532538872546329,230,36.7858,-3.60487656915813e-05,-0.257126866800141
"SMP_210151",0.000552188868304513,231,36.946,-1.64839981270436e-05,-0.117576252873921
"SMP_210151",0.000542049619530409,232,37.1062,-2.67089516050409e-05,-0.190508299243228
"SMP_210151",0.000562395147898584,233,37.2664,-6.44960637228025e-06,-0.0460034358121152
"SMP_210151",0.000568383039449073,234,37.4266,-5.48378310002962e-07,-0.00391144589744295
"SMP_210151",0.000538307010921422,235,37.5868,-3.07115525999397e-05,-0.219057855188489
"SMP_210151",0.000531044522158104,236,37.747,-3.80616713208913e-05,-0.271484421287775
"SMP_210151",0.000538834045925334,237,37.9072,-3.03602636279192e-05,-0.216552198448676
"SMP_210151",0.000515556697188049,238,38.0674,-5.37262164773609e-05,-0.383215720228559
"SMP_210151",0.000496847886617633,239,38.2276,-7.25241211191099e-05,-0.517296491933581
"SMP_210151",0.000503778621717277,240,38.3878,-6.56829719712495e-05,-0.468500279027113
"SMP_210151",0.00048090846637402,241,38.548,-8.86432070680155e-05,-0.632269917131665
"SMP_210151",0.00053589900514683,242,38.7082,-3.3743243771718e-05,-0.240682153195649
"SMP_210151",0.000505610558908042,243,38.8684,-6.41227631312943e-05,-0.457371697982096
"SMP_210151",0.000485367378660385,244,39.0286,-8.44575160652937e-05,-0.602414425763905
"SMP_210151",0.000507038107007949,245,39.1888,-6.28788618908998e-05,-0.448499260260155
"SMP_210151",0.000542406930344344,246,39.349,-2.76026161357797e-05,-0.196882585750711
"SMP_210151",0.000514983188521632,247,39.5092,-5.51194408691461e-05,-0.393153242796576
"SMP_210151",0.000535654249025874,248,39.6694,-3.45419705262136e-05,-0.246379272191899
"SMP_210151",0.000536054123353552,249,39.8296,-3.42361955317763e-05,-0.244198255317753
"SMP_210151",0.000527324821068002,250,39.9898,-4.30601082437735e-05,-0.307137026868636
"SMP_210151",0.000538870657106393,251,40.15,-3.16093956463109e-05,-0.225461946007212
"SMP_210151",0.000572392718487,252,40.3102,1.81702735760976e-06,0.0129604035641488
"SMP_210151",0.000581380318297476,253,40.4704,1.07084719343662e-05,0.0763808630858016
"SMP_210151",0.000619389818987906,254,40.6306,4.86212986127685e-05,0.346803612612313
"SMP_210151",0.000584879025288895,255,40.7908,1.40133102021459e-05,0.0999534512943863
"SMP_210151",0.000588071946213562,256,40.951,1.71085137943407e-05,0.122030767576964
"SMP_210151",0.000615663469829795,257,41.1112,4.46017955359671e-05,0.31813349832674
"SMP_210151",0.000573028944942429,258,41.2714,1.86850231058302e-06,0.0133275615825381
"SMP_210151",0.000561228861416196,259,41.4316,-1.00308779383546e-05,-0.0715477538845693
"SMP_210151",0.000572185549053831,260,41.5918,8.25982670614347e-07,0.00589152865713454
"SMP_210151",0.000548277332068888,261,41.752,-2.3182593570232e-05,-0.165355665711653
"SMP_210151",0.000562043992539878,262,41.9122,-9.51682650365902e-06,-0.0678811530386976
"SMP_210151",0.000609663722982562,263,42.0724,3.80014744648196e-05,0.271055052107001
"SMP_210151",0.000603006169901435,264,42.2326,3.1241953918423e-05,0.222841075683058
"SMP_210151",0.000635504900086642,265,42.3928,6.36381767260212e-05,0.453915263852067
"SMP_210151",0.000605005712425355,266,42.553,3.30359398535094e-05,0.23563713051941
"SMP_210151",0.000673373224479453,267,42.7132,0.000101299858941492,0.722546662478513
"SMP_210151",0.000661577835570715,268,42.8734,8.9400331390471e-05,0.637670296342336
"SMP_210151",0.000678486436158943,269,43.0336,0.000106204245738975,0.757528431940524
"SMP_210151",0.000638023043922621,270,43.1938,6.56356177442118e-05,0.468162513120448
"SMP_210151",0.000603870450196501,271,43.354,3.13772368196577e-05,0.223806014921858
"SMP_210151",0.000640874577506788,272,43.5142,6.8275023570241e-05,0.486988737465196
"SMP_210151",0.000668444136130861,273,43.6744,9.57376863520665e-05,0.682873070801155
"SMP_210151",0.000605133897266238,274,43.8346,3.23199944413762e-05,0.230530470219395
"SMP_210151",0.000694611504300268,275,43.9948,0.000121689589304243,0.867981530566059
"SMP_210151",0.000644641743389882,276,44.155,7.16112551763238e-05,0.510785246536573
"SMP_210151",0.000631200715710901,277,44.3152,5.80610913121632e-05,0.414135302712456
"SMP_210151",0.000625474983114845,278,44.4754,5.22256576420052e-05,0.372512607808974
"SMP_210151",0.000619855581507032,279,44.6356,4.64959881498919e-05,0.33164430244418
"SMP_210151",0.000646743418584034,280,44.7958,7.32729886111218e-05,0.522637977229275
"SMP_210151",0.000625250052345373,281,44.956,5.16682151039392e-05,0.368536509030438
"SMP_210151",0.000665089997807583,282,45.1162,9.13961807236028e-05,0.651906192517644
"SMP_210151",0.000624541243176909,283,45.2764,5.07348717550835e-05,0.361879203396363
"SMP_210151",0.000625011998003824,284,45.4366,5.1092495827577e-05,0.36443004682993
"SMP_210151",0.000653073415216429,285,45.5968,7.90402039479106e-05,0.563774087752375
"SMP_210151",0.000625914820063551,286,45.757,5.17673194436339e-05,0.36924339560098
"SMP_210151",0.000696817459249153,287,45.9172,0.000122555087097436,0.874154910750281
"SMP_210151",0.000637385374232332,288,46.0774,6.30075464471369e-05,0.449417135147575
"SMP_210151",0.000621344601615624,289,46.2376,4.68507321739977e-05,0.334174603209948
"SMP_210151",0.000601403095930105,290,46.3978,2.67925968878182e-05,0.191104920211256
"SMP_210151",0.000653081863890561,291,46.558,7.83541453821103e-05,0.55888060288316
"SMP_210151",0.000653755362873937,292,46.7182,7.8909833112542e-05,0.562844185055921
"SMP_210151",0.000605325346098776,293,46.8784,3.03614113763819e-05,0.216560385052584
"SMP_210151",0.00063645228710913,294,47.0386,6.13693517964053e-05,0.437732300738675
"SMP_210151",0.00063855430902735,295,47.1988,6.33517755736884e-05,0.451872435768095
"SMP_210151",0.000638102047695973,296,47.359,6.27793166294923e-05,0.447789228704858
"SMP_210151",0.000579925448233467,297,47.5192,4.48191816100868e-06,0.0319684059047809
"SMP_210151",0.000620305405548618,298,47.6794,4.47404731557496e-05,0.319122651247399
"SMP_210151",0.000620770757926576,299,47.8396,4.5083817977589e-05,0.321571644342667
"SMP_210151",0.000609514125466543,300,47.9998,3.37045708044529e-05,0.24040630855265
"SMP_210151",0.000596067278838751,301,48.16,2.01345003852985e-05,0.143614376230004
"SMP_210151",0.000607248382357472,302,48.3202,3.11917691131204e-05,0.222483119966659
"SMP_210151",0.000596584359503954,303,48.4804,2.04032985478935e-05,0.145531646572657
"SMP_210151",0.000575777731169469,304,48.6406,-5.28392340388116e-07,-0.00376889095420315
"SMP_210151",0.000586481528594832,305,48.8008,1.00497257678176e-05,0.0716821907575897
"SMP_210151",0.000571389502906011,306,48.961,-5.16859792279911e-06,-0.0368663216102686
"SMP_210151",0.00060108884172033,307,49.1212,2.44038222838106e-05,0.174066385946997
"SMP_210151",0.000563257166933827,308,49.2814,-1.35553936375908e-05,-0.0966872464953845
"SMP_210151",0.0006049353735131,309,49.4416,2.79946473583203e-05,0.199678846815573
"SMP_210151",0.000535408413372965,310,49.6018,-4.16611047349166e-05,-0.297158283297986
"SMP_210151",0.000539784316420403,311,49.762,-3.74146219315965e-05,-0.266869179158329
"SMP_210151",0.000537984790220802,312,49.9222,-3.9344198587606e-05,-0.280632368834648
"SMP_210151",0.000562470671995354,313,50.0824,-1.498899940303e-05,-0.10691279934365
"SMP_210151",0.00058084033948893,314,50.2426,3.24935144572916e-06,0.023176814527327
"SMP_210151",0.000510628749260662,315,50.4028,-6.70941914034739e-05,-0.478566155736452
"SMP_210151",0.000564437175642354,316,50.563,-1.34183555401108e-05,-0.0957097878789438
"SMP_210151",0.000561158827294891,317,50.7232,-1.68299342245714e-05,-0.120043728893251
"SMP_210151",0.000502796885427434,318,50.8834,-7.53257481689693e-05,-0.537279799862515
"SMP_210151",0.000543826921152081,319,51.0436,-3.44302281824835e-05,-0.245582241886395
"SMP_210151",0.000534627425090177,320,51.2038,-4.37648855650453e-05,-0.312164027958239
"SMP_210151",0.000594776547077126,321,51.364,1.62484275974757e-05,0.11589598696145
"SMP_210151",0.000518182563488755,322,51.5242,-6.04820142403702e-05,-0.431403142965856
"SMP_210151",0.000582921952994384,323,51.6844,4.12026566946183e-06,0.0293888287614885
"SMP_210151",0.000513113921637803,324,51.8446,-6.58255285505145e-05,-0.469517099599605
"SMP_210151",0.000530649691384045,325,52.0048,-4.84281768565404e-05,-0.345426123227108
"SMP_210151",0.000519199159594616,326,52.165,-6.00177838083859e-05,-0.428091902923114
"SMP_210151",0.000489247987979418,327,52.3252,-9.01086896174255e-05,-0.642722839140257
"SMP_210151",0.000496417141008473,328,52.4854,-8.30799317349118e-05,-0.592588459858316
"SMP_210151",0.000494711009069943,329,52.6456,-8.49271216939586e-05,-0.605764005745738
"SMP_210151",0.000545876295858138,330,52.8058,-3.3903557721532e-05,-0.241825632669334
"SMP_210151",0.000537846860096663,331,52.966,-4.20753830153015e-05,-0.300113227085245
"SMP_210151",0.000539758300424858,332,53.1262,-4.03070008572039e-05,-0.287499797612871
"SMP_210151",0.000507054050953253,333,53.2864,-7.31549790579827e-05,-0.521796244480067
"SMP_210151",0.000559512945857212,334,53.4466,-2.08404853635526e-05,-0.148649991236063
"SMP_210151",0.000497192315381217,335,53.6068,-8.3306191450704e-05,-0.594202314055225
"SMP_210151",0.000544116035520483,336,53.767,-3.65282232455001e-05,-0.260546718110933
"SMP_210151",0.00051523992592127,337,53.9272,-6.55507630229539e-05,-0.46755726552898
"SMP_210151",0.000495514168387329,338,54.0874,-8.5423630900592e-05,-0.609305482248189
"SMP_210151",0.000567604107089837,339,54.2476,-1.34814846285129e-05,-0.0961600719425829
"SMP_210151",0.000546529105847269,340,54.4078,-3.47049623095148e-05,-0.247541851984866
"SMP_210151",0.000560009114199302,341,54.568,-2.13741163251994e-05,-0.152456247970891
"SMP_210151",0.000549187959332408,342,54.7282,-3.2345121410368e-05,-0.230709694630692
"SMP_210151",0.000557778578032447,343,54.8884,-2.39050427004381e-05,-0.170508715412763
"SMP_210151",0.000625151197318608,344,55.0486,4.33163449025065e-05,0.308964699133009
"SMP_210151",0.000583621470640396,345,55.2088,1.63469292669251e-06,0.0116598574835243
"SMP_210151",0.000574013384528961,346,55.369,-8.12601401800411e-06,-0.0579608339963599
"SMP_210151",0.000601383421568812,347,55.5292,1.90907047316489e-05,0.136169241816839
"SMP_210151",0.000657255394176024,348,55.6894,7.48086596704527e-05,0.533591536396868
"SMP_210151",0.000634116652827305,349,55.8496,5.15151993538384e-05,0.367445085797501
"SMP_210151",0.00061969516625456,350,56.0098,3.6938290592435e-05,0.263471626358736
"SMP_210151",0.000575025674366875,351,56.17,-7.88732862594529e-06,-0.0562583505455776
"SMP_210151",0.000601754179691583,352,56.3302,1.86843423047537e-05,0.133270759840873
"SMP_210151",0.000559702494459732,353,56.4904,-2.35248863056947e-05,-0.167797154536846
"SMP_210151",0.000610960353840478,354,56.6506,2.75747187905884e-05,0.196683600936017
"SMP_210151",0.00063621220417109,355,56.8108,5.26676020095982e-05,0.375664886905334
"SMP_210151",0.000609322669461381,356,56.971,2.56183854398708e-05,0.182729562420792
