"whale_index","Elapsed_DIV_Time","Ba_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_169",6.30859017372131,1.56724087725375e-05,1,6.09056690126818e-06,0.652698281780482
"SMP_169",9.46484017372131,1.43176178069915e-05,2,4.73178386499573e-06,0.507083699843482
"SMP_169",12.6210901737213,1.49846829248088e-05,3,5.39479426438758e-06,0.578135501014166
"SMP_169",15.7734401226044,8.89639762347699e-06,4,-6.9760334970451e-07,-0.0747589699115913
"SMP_169",18.9296901226044,8.57030699031108e-06,5,-1.02787413842498e-06,-0.110152584301616
"SMP_169",22.0859401226044,9.38114719607211e-06,6,-2.21276955195263e-07,-0.0237132422637854
"SMP_169",25.2382800579071,9.0146849950979e-06,7,-5.92039745466332e-07,-0.0634461998161726
"SMP_169",28.3945300579071,7.59027583712411e-06,8,-2.02081780118496e-06,-0.216561828809432
"SMP_169",31.5507800579071,1.02081516477614e-05,9,5.92626025453243e-07,0.063509028768929
"SMP_169",34.7031202316284,1.55667033738907e-05,10,5.94668821569736e-06,0.637279459135687
"SMP_169",37.8593702316284,9.85905535492343e-06,11,2.34481899229366e-07,0.0251283559012814
"SMP_169",41.0156202316284,1.01512295302601e-05,12,5.22034471533607e-07,0.05594405383335
"SMP_169",44.1679701805115,1.0765581881049e-05,13,1.13170766881783e-06,0.12127995027218
"SMP_169",47.3242201805115,9.07573343013852e-06,14,-5.62889137106793e-07,-0.0603222620452625
"SMP_169",50.4804701805115,8.96607401220536e-06,15,-6.77360434863531e-07,-0.0725896290359194
"SMP_169",53.6328101158142,6.70867027721546e-06,16,-2.93963356833454e-06,-0.315027124768413
"SMP_169",56.7890601158142,7.65398500271514e-06,17,-1.99925791272247e-06,-0.214251353876152
"SMP_169",59.9453101158142,9.90877245375641e-06,18,2.5052672434424e-07,0.0268478066443256
"SMP_169",63.0976500511169,8.96209409363005e-06,19,-7.01211950748992e-07,-0.075145687230282
"SMP_169",66.2539000511169,1.58131799088542e-05,20,6.14474342215322e-06,0.658504132478411
"SMP_169",69.4101500511169,1.21277083519317e-05,21,2.45407745954441e-06,0.262992290728688
"SMP_169",72.5625,1.4831229635765e-05,22,5.15234683839431e-06,0.552153515932455
"SMP_169",75.71875,1.19443804971385e-05,23,2.26017522724726e-06,0.242212672688962
"SMP_169",78.875,8.39037687900993e-06,24,-1.29921504604406e-06,-0.139230952054683
"SMP_169",82.0273401737213,8.85204742275695e-06,25,-8.42988621092008e-07,-0.090339246488317
"SMP_169",85.1835901737213,7.43387305321907e-06,26,-2.26667815071202e-06,-0.242909561343303
"SMP_169",88.3359401226044,8.83205573943539e-06,27,-8.74068092286936e-07,-0.0936698916936675
"SMP_169",91.4921901226044,1.08675044394302e-05,28,1.15573665037805e-06,0.123855026653662
"SMP_169",94.6484401226044,1.12338439295806e-05,29,1.51636763512387e-06,0.162502204809014
"SMP_169",97.8007800579071,1.08898113857651e-05,30,1.1665691566505e-06,0.125015896954574
"SMP_169",100.957030057907,1.60014918019755e-05,31,6.27241183212949e-06,0.672185773806709
"SMP_169",104.113280057907,1.80622518130249e-05,32,8.32726933509537e-06,0.89239548223472
"SMP_169",107.265620231628,2.13606331895448e-05,33,1.16196907952918e-05,1.24522927665867
"SMP_169",110.421870231628,1.76465006675847e-05,34,7.8995260916329e-06,0.846556189345082
"SMP_169",113.578120231628,1.51147781913709e-05,35,5.36170644709072e-06,0.574589630515144
"SMP_169",116.734370231628,1.51191954909888e-05,36,5.35996151862783e-06,0.574402634488661
"SMP_169",119.886720180511,1.50457785884445e-05,37,5.28032499024833e-06,0.565868350885366
"SMP_169",123.042970180511,1.21254237104778e-05,38,2.35367762594548e-06,0.252232898385846
"SMP_169",126.195310115814,1.27358250411114e-05,39,2.95772910783338e-06,0.316966341220716
"SMP_169",129.351560115814,1.1676945002418e-05,40,1.89242603262647e-06,0.202802668440398
"SMP_169",132.507810115814,1.33211987851182e-05,41,3.5301913536282e-06,0.378314509670629
"SMP_169",135.660150051117,1.46388846850791e-05,42,4.84133145339158e-06,0.518823415354082
"SMP_169",138.816400051117,1.55256991949535e-05,43,5.7215265131069e-06,0.613149906208034
"SMP_169",141.972650051117,7.7010880673833e-06,44,-2.10976970908482e-06,-0.226094399157727
"SMP_169",145.125,1.20337420466253e-05,45,2.21614184023972e-06,0.237493815395922
"SMP_169",148.28125,7.74264263849997e-06,46,-2.08177408945996e-06,-0.223094236262756
"SMP_169",151.4375,1.01775794602197e-05,47,3.46280346945289e-07,0.0371092857412793
"SMP_169",154.589840173721,8.28605253202233e-06,48,-1.55218625532841e-06,-0.166340723003172
"SMP_169",157.746090173721,9.0741502499541e-06,49,-7.71102787743969e-07,-0.0826355695283194
"SMP_169",160.902340173721,8.03779200893286e-06,50,-1.81454136213017e-06,-0.194456123457961
"SMP_169",164.054690122604,9.5637694687531e-06,51,-2.95701520332928e-07,-0.031688983533042
"SMP_169",167.210940122604,1.13731382244307e-05,52,1.50645459845825e-06,0.161439869873077
"SMP_169",170.367190122604,1.75313142706755e-05,53,7.65735170552138e-06,0.820603464702435
"SMP_169",173.519530057907,1.6785632416988e-05,54,6.9043336779408e-06,0.739905956454192
"SMP_169",176.675780057907,1.5666669817883e-05,55,5.7779593980591e-06,0.619197561154005
"SMP_169",179.832030057907,1.34784827036642e-05,56,3.58229408149073e-06,0.383898121426847
"SMP_169",182.984370231628,1.1871625877459e-05,57,1.96790184563576e-06,0.210891067150358
"SMP_169",186.140620231628,1.17955286444876e-05,58,1.88419323043141e-06,0.201920396570789
"SMP_169",189.296870231628,8.87148360335782e-06,59,-1.04752993378164e-06,-0.112259006259423
"SMP_169",192.449220180511,1.02358558655777e-05,60,3.09107002747701e-07,0.0331255879543381
"SMP_169",195.605470180511,9.6104926135668e-06,61,-3.24067990720486e-07,-0.0347288888131698
"SMP_169",198.757810115814,8.52550646151588e-06,62,-1.41692304251119e-06,-0.151845181286763
"SMP_169",201.914060115814,6.82969637723089e-06,63,-3.12067877854411e-06,-0.334428914379126
"SMP_169",205.070310115814,8.91690370919911e-06,64,-1.04148420460671e-06,-0.111611113032314
"SMP_169",208.222650051117,1.00152156470424e-05,65,4.87578470789235e-08,0.00522515613531844
"SMP_169",211.378900051117,8.55888460904763e-06,66,-1.41572029752069e-06,-0.151716288590657
"SMP_169",214.535150051117,8.22739849950718e-06,67,-1.75542083922635e-06,-0.188120446608364
"SMP_169",217.691400051117,5.44665932056833e-06,68,-4.54444184901346e-06,-0.487007110271589
"SMP_169",220.84375,7.8862013474182e-06,69,-2.11323876625567e-06,-0.226466162195802
"SMP_169",224,6.18589073401164e-06,70,-3.82196614373705e-06,-0.409582683431475
"SMP_169",227.15625,6.57852925983586e-06,71,-3.43781199994846e-06,-0.368414635587282
"SMP_169",230.308590173721,5.84538365009481e-06,72,-4.17949904696494e-06,-0.447897854317824
"SMP_169",233.464840173721,6.96312180361023e-06,73,-3.07038064678621e-06,-0.329038692958471
"SMP_169",236.617190122604,9.13730401439305e-06,74,-9.04875249782151e-07,-0.0969713542815722
