"whale_index","Elapsed_DIV_Time","Ba_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_210111",9.46484017372131,8.05247892533303e-06,1,3.46843284880899e-06,1.10418176584363
"SMP_210111",12.6191401481628,4.37740482442593e-06,2,-2.12691237250142e-07,-0.0677106336387547
"SMP_210111",15.7753901481628,6.81657819831971e-06,3,2.22041910138414e-06,0.706874369824154
"SMP_210111",18.9296901226044,5.75239727046546e-06,4,1.15016954867179e-06,0.366158521335676
"SMP_210111",22.0839800834656,6.05326102475437e-06,5,1.44495533344431e-06,0.46000410017901
"SMP_210111",25.2402300834656,5.03039385298013e-06,6,4.15997011376393e-07,0.132433388400466
"SMP_210111",28.3945300579071,7.71094620144959e-06,7,3.0904525433046e-06,0.983851063368221
"SMP_210111",31.5507800579071,5.26510303655514e-06,8,6.3849932600746e-07,0.203267395971923
"SMP_210111",34.7050800323486,6.30848150158669e-06,9,1.67576202138096e-06,0.533481819761191
"SMP_210111",37.8593702316284,4.76068646453622e-06,10,1.2184171304426e-07,0.0387885260367146
"SMP_210111",41.0136702060699,4.10607943528514e-06,11,-5.38900158409307e-07,-0.171559823835173
"SMP_210111",44.1679701805115,6.23058883615017e-06,12,1.57946481698078e-06,0.502825433480885
"SMP_210111",47.3242201805115,5.72527699313685e-06,13,1.06799512641582e-06,0.339998147867601
"SMP_210111",50.4785101413727,5.20656765371243e-06,14,5.43122114610155e-07,0.17290389110024
"SMP_210111",53.6347601413727,5.11574566371859e-06,15,4.46122935971075e-07,0.142024030072555
"SMP_210111",56.7890601158142,5.98615899387623e-06,16,1.31035318233494e-06,0.417153265990502
"SMP_210111",59.9433600902557,5.63651846976669e-06,17,9.54519834502238e-07,0.303873086877078
"SMP_210111",63.0996100902557,4.33458294763917e-06,18,-3.53622120147774e-07,-0.112576230847374
"SMP_210111",66.2539000511169,6.45880348794627e-06,19,1.764386036274e-06,0.561695432515536
"SMP_210111",69.4082000255585,7.30004088528927e-06,20,2.59940119610583e-06,0.827523993678517
"SMP_210111",72.5644500255585,5.69624855100299e-06,21,9.89372903247672e-07,0.314968623296536
"SMP_210111",75.71875,6.53343686124128e-06,22,1.82031920803664e-06,0.579501857220377
