"whale_index","Elapsed_DIV_Time","Ba_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_210149",9.46483993530273,5.06674686432269e-06,1,-2.07179432578213e-06,-1.16396966149662
"SMP_210149",12.6191399097443,6.6555161078648e-06,2,-4.83998587723434e-07,-0.271918725380528
"SMP_210149",15.773430109024,5.75728132255681e-06,3,-1.38320635692295e-06,-0.777109105383699
"SMP_210149",18.929680109024,4.65953754009156e-06,4,-2.48192320366669e-06,-1.39438711424308
"SMP_210149",22.0839800834656,5.4762451755167e-06,5,-1.666187502435e-06,-0.936092776712776
"SMP_210149",25.2402300834656,6.95163753324751e-06,6,-1.91767145451242e-07,-0.107738078340759
"SMP_210149",28.3945300579071,8.99771970809728e-06,7,1.85334416823966e-06,1.04124060834478
"SMP_210149",31.5488200187683,8.12986067339094e-06,8,9.84514819422454e-07,0.553117347045995
"SMP_210149",34.7031199932098,5.51758610109613e-06,9,-1.62872952101897e-06,-0.915048238938641
"SMP_210149",37.8574199676514,6.06995820372622e-06,10,-1.07732663241308e-06,-0.605260618800927
"SMP_210149",41.0136699676514,7.60890855076212e-06,11,4.6065446113818e-07,0.258803593834295
"SMP_210149",44.1679599285126,6.90189267642579e-06,12,-2.47329500323786e-07,-0.138953964294368
"SMP_210149",47.3242099285126,6.62671773874479e-06,13,-5.23472556803821e-07,-0.294095879674587
"SMP_210149",50.4785099029541,9.08829580904367e-06,14,1.93713856744181e-06,1.08831774204521
"SMP_210149",53.6328098773956,7.48424177106115e-06,15,3.32118162919579e-07,0.186589692258397
"SMP_210149",56.7890598773956,8.32637602767531e-06,16,1.17328604070854e-06,0.659172263697877
"SMP_210149",59.9433500766754,7.74639541958985e-06,17,5.92340243697615e-07,0.332786929845102
"SMP_210149",63.0976500511169,7.03585147665022e-06,18,-1.19168296411972e-07,-0.066950797147013
"SMP_210149",66.2539000511169,7.11241724695073e-06,19,-4.3567119224898e-08,-0.0244767563968703
"SMP_210149",69.4082000255585,7.61659759509763e-06,20,4.59649836853557e-07,0.258239178644065
"SMP_210149",72.5625,5.65931175787737e-06,21,-1.49859878245357e-06,-0.841938553371229
"SMP_210149",75.7167899608612,6.5675695982645e-06,22,-5.91303106041256e-07,-0.332204248083802
"SMP_210149",78.8730399608612,6.62148192535088e-06,23,-5.38352920096475e-07,-0.302455923530851
"SMP_210149",82.0273399353027,6.45035590547997e-06,24,-7.10439861261624e-07,-0.399137324847253
"SMP_210149",85.1816399097443,7.32332978543477e-06,25,1.61573727691505e-07,0.0907748972894936
"SMP_210149",88.3378899097443,6.58397757028567e-06,26,-5.78738736162635e-07,-0.325145369134023
"SMP_210149",91.492180109024,7.63685999706722e-06,27,4.73184678801754e-07,0.265843285482665
"SMP_210149",94.6464800834656,5.21960252276141e-06,28,-1.9450311647676e-06,-1.09275193887803
"SMP_210149",97.8027300834656,7.81413591925327e-06,29,6.48543921193533e-07,0.36436312187135
"SMP_210149",100.957030057907,5.17573048752266e-06,30,-1.99081857310963e-06,-1.11847609186245
"SMP_210149",104.113280057907,8.4422523651413e-06,31,1.27474631164357e-06,0.716174387772633
"SMP_210149",107.26561999321,8.62717685328016e-06,32,1.45871565789458e-06,0.819531528496869
"SMP_210149",110.42186999321,5.79133570154332e-06,33,-1.37808114912816e-06,-0.774229675554316
"SMP_210149",113.576169967651,6.49533358589692e-06,34,-6.7503765342551e-07,-0.379247756004227
"SMP_210149",116.730459928513,7.58909305878622e-06,35,4.17768114910983e-07,0.23470930740842
"SMP_210149",119.886709928513,7.56018586461594e-06,36,3.879073103519e-07,0.21793299417012
"SMP_210149",123.041009902954,7.88434786467413e-06,37,7.11116980631551e-07,0.399517742147368
"SMP_210149",126.197259902954,7.48901785339366e-06,38,3.14834747783512e-07,0.176879572573694
"SMP_210149",129.351559877396,5.48746537803232e-06,39,-1.68766865923298e-06,-0.948161259812445
"SMP_210149",132.505850076675,8.69812399114938e-06,40,1.52203973163529e-06,0.855108081516308
"SMP_210149",135.662100076675,6.85022623024696e-06,41,-3.26808129701576e-07,-0.18360642432954
"SMP_210149",138.816400051117,8.03715212994849e-06,42,8.59168973406163e-07,0.482695896353727
"SMP_210149",141.970700025558,7.51002237652298e-06,43,3.31091145083576e-07,0.18601269598611
"SMP_210149",145.125,1.00170049264235e-05,44,2.83712634686071e-06,1.59394634519617
"SMP_210149",148.28125,6.52385406696449e-06,45,-6.56971713853e-07,-0.369098000641375
"SMP_210149",151.435539960861,6.60563868597823e-06,46,-5.76132970725636e-07,-0.323681405324536
"SMP_210149",154.589839935303,6.06929269219837e-06,47,-1.11342410138811e-06,-0.625540797301702
"SMP_210149",157.746089935303,7.07479103076333e-06,48,-1.08870736221927e-07,-0.0611654508414025
"SMP_210149",160.900389909744,8.63936144543843e-06,49,1.45475604128344e-06,0.817306947828233
"SMP_210149",164.054680109024,6.16221799497767e-06,50,-1.02333028618452e-06,-0.574924543419517
"SMP_210149",167.210930109024,8.52214456710965e-06,51,1.33565358614438e-06,0.750393141439998
"SMP_210149",170.365230083466,6.80838322647092e-06,52,-3.79049104234382e-07,-0.212956301721567
"SMP_210149",173.519530057907,6.50401728217776e-06,53,-6.84355625791803e-07,-0.384482753033642
"SMP_210149",176.675780057907,6.45767149478585e-06,54,-7.31641793649009e-07,-0.411048934873843
"SMP_210149",179.830070018768,5.95151122317786e-06,55,-1.2387410788737e-06,-0.695946029157243
"SMP_210149",182.986320018768,8.9064449203558e-06,56,1.71525380963556e-06,0.963659071432481
"SMP_210149",186.138669967651,5.09365964278666e-06,57,-2.09846832425646e-06,-1.1789555723028
"SMP_210149",189.294919967651,7.05996243130078e-06,58,-1.33102752774057e-07,-0.0747794142317675
"SMP_210149",192.449209928513,6.69837707300216e-06,59,-4.95623942903137e-07,-0.278450049733001
"SMP_210149",195.603509902954,8.36763288800707e-06,60,1.17269684531993e-06,0.658841243601674
"SMP_210149",198.759759902954,9.37466720155827e-06,61,2.1787963678976e-06,1.22408524787056
"SMP_210149",201.914059877396,6.27944938881105e-06,62,-9.17354839851659e-07,-0.515385716201014
"SMP_210149",205.070309877396,7.27699332726558e-06,63,7.92559505844238e-08,0.0445273552617335
"SMP_210149",208.224600076675,6.31511341949141e-06,64,-8.83555697205383e-07,-0.49639677693456
"SMP_210149",211.378900051117,6.75803861953463e-06,65,-4.415614066547e-07,-0.24807678766077
"SMP_210149",214.535150051117,8.07979312529343e-06,66,8.79262453379886e-07,0.493984758762631
"SMP_210149",217.689450025558,7.01667413045497e-06,67,-1.84785768373425e-07,-0.103815820704988
"SMP_210149",220.84375,6.00379111520964e-06,68,-1.1985971618877e-06,-0.673392486614982
