"whale_index","Elapsed_DIV_Time","Ba_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_210125",28.3925800323486,6.80942692431172e-06,1,9.71860448832437e-07,0.46871736314227
"SMP_210125",31.5488300323486,9.43145423780501e-06,2,3.5958259491379e-06,1.73422640999877
"SMP_210125",34.7031300067902,7.88051354503026e-06,3,2.04681466988063e-06,0.987155693042073
"SMP_210125",37.8593800067902,6.24294783297679e-06,4,4.11171976186497e-07,0.198303619318661
"SMP_210125",41.0136799812317,6.46486727307595e-06,5,6.3500565586064e-07,0.306256085380365
"SMP_210125",44.1679701805115,6.22914987315122e-06,6,4.01194893845902e-07,0.193491784726406
"SMP_210125",47.3242201805115,6.9281157977105e-06,7,1.10206103069775e-06,0.531511639300762
"SMP_210125",50.4765701293945,4.84293049207195e-06,8,-9.81234016580711e-07,-0.473238129434884
"SMP_210125",53.6328201293945,3.40942607856027e-06,9,-2.41285345588509e-06,-1.16369208238679
"SMP_210125",56.7871100902557,5.96932383226933e-06,10,1.48920473661676e-07,0.0718226694135524
"SMP_210125",59.9433600902557,5.10533374650406e-06,11,-7.13199910403666e-07,-0.3439682948301
"SMP_210125",63.0976600646973,5.80527894329834e-06,12,-1.13938097604114e-08,-0.00549510629171152
"SMP_210125",66.2519600391388,4.78900514009288e-06,13,-1.02581435687615e-06,-0.494738726126894
"SMP_210125",69.4082100391388,5.95143465440016e-06,14,1.38461896938674e-07,0.0667786154964328
"SMP_210125",72.5625,7.33501785633652e-06,15,1.52388302660636e-06,0.734951643341691
"SMP_210125",75.7167999744415,5.38792225091927e-06,16,-4.21382315274547e-07,-0.203227951016581
"SMP_210125",78.8730499744415,6.81498932893016e-06,17,1.00750847317299e-06,0.48591000431849
"SMP_210125",82.0273499488831,5.0027947910932e-06,18,-8.02871168242457e-07,-0.387215733877901
"SMP_210125",85.1816401481628,4.10234357863543e-06,19,-1.70151518219171e-06,-0.820621634002667
"SMP_210125",88.3359401226044,3.6439938681937e-06,20,-2.15806538826289e-06,-1.04081066318769
"SMP_210125",91.4921901226044,7.76406379831779e-06,21,1.96379744438026e-06,0.947117418947611
"SMP_210125",94.6464900970459,5.47101934720615e-06,22,-3.27462928911169e-07,-0.157931687363637
"SMP_210125",97.8007900714874,5.64995908474522e-06,23,-1.46746835584877e-07,-0.0707743482178429
"SMP_210125",100.957040071487,3.77842256272322e-06,24,-2.01651364028516e-06,-0.972541847289273
"SMP_210125",104.111330032349,6.29699815734345e-06,25,5.03822833415203e-07,0.242988085638164
"SMP_210125",107.26563000679,6.97214278038795e-06,26,1.18072059682661e-06,0.569448263294593
"SMP_210125",110.42188000679,3.99553383840716e-06,27,-1.79414187990805e-06,-0.865294448461097
"SMP_210125",113.576179981232,6.21808981514422e-06,28,4.3015172148768e-07,0.207457336996308
"SMP_210125",116.730470180511,5.31888173087924e-06,29,-4.67326510065569e-07,-0.225386319391396
"SMP_210125",119.886720180511,4.9943235569313e-06,30,-7.90161537746329e-07,-0.381086022045492
"SMP_210125",123.041020154953,4.31472934799912e-06,31,-1.46804144888108e-06,-0.708019878501852
"SMP_210125",126.195320129395,5.947317724927e-06,32,1.66253436963489e-07,0.0801821626556402
"SMP_210125",129.349610090256,5.53348596020193e-06,33,-2.45879620531936e-07,-0.118584975368229
"SMP_210125",132.505860090256,4.35602118173837e-06,34,-1.42165244716881e-06,-0.685646984752034
"SMP_210125",135.660160064697,8.12126701155468e-06,35,2.34527647555953e-06,1.13110046487074
"SMP_210125",138.814460039139,7.35475049392613e-06,36,1.58043523225371e-06,0.762226136035319
"SMP_210125",141.970710039139,5.1292529194764e-06,37,-6.43393865474435e-07,-0.310301624527869
"SMP_210125",145.125,5.39712692929696e-06,38,-3.73860250888933e-07,-0.180308593883916
"SMP_210125",148.28125,5.77440712465404e-06,39,5.07273235876921e-09,0.00244652175935881
"SMP_210125",151.435549974442,4.15903433653394e-06,40,-1.60865613973935e-06,-0.775836762291429
"SMP_210125",154.589849948883,5.5513452303284e-06,41,-2.14709185651403e-07,-0.103551825225374
"SMP_210125",157.746099948883,3.81515928467326e-06,42,-1.94926593003038e-06,-0.940109033024794
"SMP_210125",160.900390148163,5.35462957347228e-06,43,-4.08175324549993e-07,-0.19685836794023
"SMP_210125",164.054690122604,6.74709071892206e-06,44,9.85898264603681e-07,0.475487643793653
"SMP_210125",167.208990097046,5.25715580622413e-06,45,-5.02432089827416e-07,-0.242317345648634
"SMP_210125",170.365240097046,7.44517232438925e-06,46,1.68718207837615e-06,0.813708939248862
"SMP_210125",173.519540071487,7.19829366248306e-06,47,1.44189217669833e-06,0.695408378650907
"SMP_210125",176.673830032349,5.04969787816646e-06,48,-7.05122760115557e-07,-0.34007277609663
"SMP_210125",179.830080032349,7.0325299092608e-06,49,1.27928317832582e-06,0.616983887735639
"SMP_210125",182.98438000679,4.28772958245983e-06,50,-1.46395213855872e-06,-0.70604765012928
"SMP_210125",186.138679981232,5.2236291636142e-06,51,-5.2649547749014e-07,-0.253922846857262
"SMP_210125",189.294929981232,4.53161804926515e-06,52,-1.21695649411156e-06,-0.586924428979598
"SMP_210125",192.449220180511,4.52904994994938e-06,53,-1.21798340547332e-06,-0.587419696778838
"SMP_210125",195.603520154953,3.96408191316614e-06,54,-1.78141820179889e-06,-0.859157961622925
"SMP_210125",198.759770154953,6.00381486658176e-06,55,2.59840972846762e-07,0.125318378554631
"SMP_210125",201.914070129395,7.05169768933143e-06,56,1.30924110427882e-06,0.631432258460851
"SMP_210125",205.068360090256,6.50971065931165e-06,57,7.68763403595193e-07,0.370765942627162
"SMP_210125",208.222660064697,7.0808610971342e-06,58,1.34141519356467e-06,0.646949459834449
"SMP_210125",211.378910064697,6.27025377804112e-06,59,5.32302157941025e-07,0.256723343526118
"SMP_210125",214.533210039139,5.72502428884059e-06,60,-1.14419703233718e-08,-0.00551833358952504
"SMP_210125",217.6875,5.6176351747706e-06,61,-1.1735373241048e-07,-0.0565983851657158
"SMP_210125",220.84375,6.24998055003414e-06,62,5.16461893723609e-07,0.249083762262796
"SMP_210125",223.998049974442,5.97390399615404e-06,63,2.41846660739361e-07,0.116639924222352
"SMP_210125",227.154299974442,4.84845516716369e-06,64,-8.82147977954055e-07,-0.425450047509032
"SMP_210125",230.308599948883,5.49588000764764e-06,65,-2.33277882086344e-07,-0.112507298658242
"SMP_210125",233.462890148163,5.71378704839173e-06,66,-1.3933631815108e-08,-0.00672003390118274
"SMP_210125",236.619140148163,6.58666466876273e-06,67,8.60374034744101e-07,0.414948719608674
"SMP_210125",239.773440122604,6.65489857359257e-06,68,9.30029043476452e-07,0.44854254685198
"SMP_210125",242.927740097046,8.96741821677755e-06,69,3.24396172686623e-06,1.56452625330918
"SMP_210125",246.082040071487,5.83666852175594e-06,70,1.14617000925699e-07,0.0552784903529204
"SMP_210125",249.238290071487,6.00385780128243e-06,71,2.83204032057588e-07,0.136586119228089
"SMP_210125",252.392580032349,4.25009022401704e-06,72,-1.46917475004933e-06,-0.708566456908112
"SMP_210125",255.54688000679,3.53066121856422e-06,73,-2.18722304932828e-06,-1.05487307515886
"SMP_210125",258.70313000679,4.31289037734589e-06,74,-1.40362043915127e-06,-0.676950350106295
"SMP_210125",261.857429981232,7.9795990967737e-06,75,2.2644527723449e-06,1.09212010190231
"SMP_210125",265.011720180511,5.55364364093666e-06,76,-1.60146311303504e-07,-0.0772367646417943
"SMP_210125",268.167970180511,5.98164336054149e-06,77,2.6920249258323e-07,0.129833334226664
"SMP_210125",271.322270154953,5.10265513216351e-06,78,-6.08445618074566e-07,-0.293446477899164
"SMP_210125",274.476570129395,6.1654999524734e-06,79,4.55731181984052e-07,0.219794023080061
"SMP_210125",277.632820129395,6.37019344819035e-06,80,6.61749327941435e-07,0.319154257616421
"SMP_210125",280.787110090256,4.85593387243148e-06,81,-8.51194575495898e-07,-0.410521569662343
"SMP_210125",283.941410064697,5.52237523879602e-06,82,-1.83445692874192e-07,-0.0884737943056503
"SMP_210125",287.095710039139,5.06304236756544e-06,83,-6.41479215527637e-07,-0.309378210394202
"SMP_210125",290.251960039139,4.26654619534577e-06,84,-1.43668341858758e-06,-0.692896253201367
