"whale_index","Elapsed_DIV_Time","Pb_DIV_Ca","row_number","no_trend","nt_sd"
"SMP_137",9.46484017372131,2.76614743222497e-05,1,1.34612987250928e-05,2.49823211879473
"SMP_137",12.6191401481628,2.63386729293495e-05,2,1.21761751242976e-05,2.25973083287178
"SMP_137",15.7734401226044,2.71869121188673e-05,3,1.30620281631688e-05,2.42413298748072
"SMP_137",18.9296901226044,2.11923107613174e-05,4,7.10499969960923e-06,1.31859033931871
"SMP_137",22.0839800834656,2.01045620025326e-05,5,6.05473612673808e-06,1.12367584818898
"SMP_137",25.2382800579071,2.39932824112153e-05,6,9.98087727836861e-06,1.85231371057008
"SMP_137",28.3945300579071,2.39002017869583e-05,7,9.92517570242472e-06,1.84197626327526
"SMP_137",31.5488300323486,2.16739968395938e-05,8,7.73626171444994e-06,1.43574389731163
"SMP_137",34.7031202316284,2.39877568839151e-05,9,1.00872474215142e-05,1.87205454787812
"SMP_137",37.8574202060699,2.21477363047057e-05,10,8.28438723272996e-06,1.53746846363045
"SMP_137",41.0136702060699,1.95913052168656e-05,11,5.76507385324838e-06,1.06991850946458
"SMP_137",44.1679701805115,2.04663562390442e-05,12,6.67715383035724e-06,1.23918802351789
"SMP_137",47.3222601413727,1.89817654174169e-05,13,5.22952583932475e-06,0.970528155170851
"SMP_137",50.4785101413727,1.93869126016078e-05,14,5.6715925475382e-06,1.05256966332415
"SMP_137",53.6328101158142,1.84344751539207e-05,15,4.75598537338167e-06,0.882645549953659
"SMP_137",56.7871100902557,2.1678315934207e-05,16,8.03658980078324e-06,1.4914806643782
"SMP_137",59.9433600902557,2.03666274105534e-05,17,6.76162075712403e-06,1.25486392476146
"SMP_137",63.0976500511169,2.03982568448851e-05,18,6.82987980886525e-06,1.26753186705595
"SMP_137",66.2539000511169,2.07080516578014e-05,19,7.17625969237082e-06,1.33181521504116
"SMP_137",69.40625,1.76006321327555e-05,20,4.10531262074357e-06,0.761889625680544
"SMP_137",72.5625,1.95753838221926e-05,21,6.11651418646198e-06,1.13514100739768
"SMP_137",75.7167901992798,2.00110273138999e-05,22,6.58851703607137e-06,1.22273825214634
"SMP_137",78.8710901737213,1.98295186935766e-05,23,6.44329981498831e-06,1.19578793083481
"SMP_137",82.0273401737213,2.18501495589788e-05,24,8.50017617419058e-06,1.5775159267651
"SMP_137",85.1816401481628,2.12036952546469e-05,25,7.88987646461746e-06,1.46425268466019
"SMP_137",88.3378901481628,2.18687341681163e-05,26,8.5910235695278e-06,1.59437595532365
"SMP_137",91.4921901226044,2.05420834689671e-05,27,7.30038983455942e-06,1.35485206419362
"SMP_137",94.6464800834656,2.13982387951862e-05,28,8.19249290726688e-06,1.52041413922274
"SMP_137",97.8027300834656,1.4717002873804e-05,29,1.54715769558781e-06,0.287131214223259
"SMP_137",100.957030057907,1.58331224695801e-05,30,2.69908628248741e-06,0.500913335333611
"SMP_137",104.111330032349,1.78332486345188e-05,31,4.73495171555e-06,0.878741992009961
"SMP_137",107.265620231628,1.67584566560228e-05,32,3.69582896535112e-06,0.685895084521157
"SMP_137",110.421870231628,1.5724318453195e-05,33,2.69731195178908e-06,0.500584043930867
"SMP_137",113.57617020607,1.38291073412863e-05,34,8.37629657294217e-07,0.155452557456933
"SMP_137",116.730470180511,1.47665600705983e-05,35,1.81054065530713e-06,0.336011473323926
"SMP_137",119.886720180511,1.78827861899286e-05,36,4.9621761432818e-06,0.920911724301555
"SMP_137",123.041010141373,1.85584477151217e-05,37,5.67315406462533e-06,1.05285945944418
"SMP_137",126.195310115814,1.75596505447576e-05,38,4.70960223461011e-06,0.874037476585995
"SMP_137",129.351560115814,1.58070959736975e-05,39,2.99224335231629e-06,0.555319260248793
"SMP_137",132.505860090256,1.28364545800069e-05,40,5.67042994101294e-08,0.0105235389952437
"SMP_137",135.660150051117,1.09421169274629e-05,41,-1.80260291078922e-06,-0.334538336986163
"SMP_137",138.816400051117,1.0076163854291e-05,42,-2.6335758345523e-06,-0.48875549614659
"SMP_137",141.970700025558,7.77094426864078e-06,43,-4.903909105117e-06,-0.910098162461567
"SMP_137",145.126950025558,9.94153768568759e-06,44,-2.69848027971562e-06,-0.500800869544128
"SMP_137",148.27929019928,1.29005173708205e-05,45,2.95219093297112e-07,0.0547886081438415
